period,end_station_id,no_trips
202002,483,3002
201910,3697,3001
202002,453,2995
201907,369,2995
201911,325,2994
201907,411,2994
202003,151,2993
201907,3092,2993
202003,507,2991
202002,312,2991
201912,482,2990
202002,334,2990
201908,146,2987
201912,461,2987
201906,456,2987
201909,2017,2986
201912,517,2984
201906,481,2983
201910,3295,2983
202003,482,2982
201908,3173,2982
202001,483,2982
201910,460,2981
201907,522,2980
201909,3423,2978
201911,533,2976
202005,293,2974
201907,3712,2972
201911,412,2970
201912,518,2966
201910,495,2964
201912,426,2961
201909,3160,2961
202003,472,2959
201911,394,2958
201910,3749,2957
202002,501,2956
201906,369,2955
201911,72,2954
201911,3259,2952
202001,301,2948
202001,405,2946
201909,3715,2943
202003,445,2943
201911,536,2942
202001,257,2938
202005,311,2936
201908,3360,2935
202002,479,2935
201909,3725,2933
201909,320,2932
201909,3173,2931
202002,3233,2931
201911,280,2929
201906,3747,2929
201906,351,2927
202003,116,2926
201908,3733,2925
202004,3256,2925
202003,528,2924
201910,3725,2924
202001,515,2923
202005,432,2921
201908,3699,2921
202002,3244,2918
201906,3156,2915
201906,3092,2914
201907,3709,2913
202002,3746,2913
202003,2003,2911
202004,3687,2909
201908,3715,2908
202003,494,2907
201911,383,2907
202005,490,2905
201909,3507,2905
202002,3686,2904
201908,3749,2903
201906,3697,2901
201907,295,2899
202002,458,2898
202003,380,2897
201911,319,2895
201911,422,2894
201908,3160,2891
202003,461,2890
202001,311,2888
202003,465,2887
202002,367,2887
201907,3440,2886
202003,237,2883
202002,438,2882
201910,3143,2881
202003,127,2881
201909,464,2879
201906,422,2879
202002,301,2878
201911,540,2878
201911,3709,2878
202003,297,2877
201906,3301,2876
202005,536,2874
201908,481,2873
202003,3167,2871
202005,3746,2869
202002,447,2868
201910,3305,2868
202005,3147,2867
201909,3810,2865
201911,3142,2861
201912,432,2860
202005,251,2860
201907,3697,2857
202005,515,2857
201911,485,2854
202005,411,2854
201907,3715,2852
201908,3171,2852
202005,3173,2849
202001,3142,2849
201908,316,2848
201906,411,2848
201906,3143,2846
201910,3737,2845
201912,250,2844
201907,3173,2844
201911,304,2844
201907,3132,2843
201910,376,2843
202003,491,2843
201907,3733,2842
201907,427,2842
201908,398,2841
201908,3423,2840
201912,528,2839
202003,2006,2838
201909,398,2838
201908,295,2838
201909,481,2835
201911,3140,2835
202002,525,2835
201911,387,2832
202002,2021,2828
202003,447,2827
202001,531,2825
201910,411,2824
201909,522,2816
202003,462,2815
201906,500,2812
201907,3166,2812
202005,3156,2810
201907,389,2810
201912,474,2808
202001,3809,2806
201906,513,2806
201912,478,2804
202004,499,2803
202002,526,2801
202001,3164,2801
201906,3712,2799
201906,427,2798
201909,415,2797
201912,439,2797
201908,267,2796
201910,3507,2793
202002,307,2790
201909,393,2787
202002,3002,2787
201909,323,2783
202002,3708,2782
201912,326,2780
201907,3171,2779
202001,495,2776
201908,3440,2775
201912,380,2773
201912,545,2771
201908,393,2770
201909,79,2769
201910,349,2769
201906,349,2765
201910,332,2763
201912,173,2759
202003,496,2759
202003,476,2757
201910,3171,2757
201911,2012,2757
202003,545,2757
202001,3708,2757
201912,3656,2755
202001,3680,2753
202001,251,2753
201908,3129,2752
202001,484,2751
201907,513,2750
201910,3168,2750
201908,3507,2750
202002,3799,2749
202002,405,2747
201907,3749,2743
201906,3440,2743
201911,252,2742
201906,146,2742
201912,479,2741
201906,3715,2739
202001,448,2738
201909,362,2735
201909,330,2734
202003,72,2734
201907,146,2733
202001,3467,2732
201911,539,2731
201912,3167,2731
202001,3709,2730
202002,281,2725
201906,3171,2724
201907,2009,2722
202001,195,2722
201910,3112,2721
202003,327,2718
201909,3119,2717
201908,362,2717
202003,489,2715
201907,3129,2715
201910,3360,2715
201912,128,2715
201911,164,2714
202002,450,2714
201911,500,2714
201911,3156,2710
201911,3256,2709
202003,517,2709
202003,168,2707
202001,487,2707
201912,529,2706
201912,237,2705
201906,337,2704
202005,127,2702
201909,3129,2702
201912,466,2702
202003,530,2698
201911,417,2697
201909,360,2696
201907,3314,2695
201910,464,2695
202005,327,2695
201911,3798,2693
202003,229,2692
202003,304,2692
201911,3674,2691
202002,530,2689
202001,361,2689
201911,440,2686
202001,546,2686
202001,388,2686
202001,174,2685
202005,453,2684
201910,3372,2684
202005,151,2683
201906,3129,2679
202002,311,2677
201906,3360,2676
202001,536,2675
201907,3156,2672
202001,533,2672
202003,3746,2670
202001,3463,2668
202005,3919,2668
201909,3108,2667
201909,308,2665
202005,3160,2663
201909,3402,2662
201908,332,2658
201906,295,2656
201908,3107,2656
201912,223,2656
202005,305,2656
201911,296,2652
202005,297,2651
201909,3314,2650
202001,401,2649
201912,3141,2648
202002,3709,2647
202001,3140,2646
201910,295,2643
201908,386,2641
202003,439,2641
201906,3349,2640
201907,228,2640
202005,385,2640
202003,453,2639
201911,247,2639
201908,320,2638
202005,3367,2636
202003,281,2636
201910,146,2636
202001,305,2635
202003,367,2635
201912,476,2633
201912,236,2633
202004,358,2631
201909,3318,2629
201912,453,2629
201909,3148,2627
201908,2009,2627
202005,3461,2627
201906,79,2625
202001,470,2624
202001,254,2624
201907,320,2620
201906,3699,2620
201909,302,2619
201907,3360,2619
202001,2006,2618
201908,331,2616
202001,161,2615
201910,351,2614
202003,432,2612
202003,173,2612
202003,3443,2612
201912,350,2610
201910,228,2610
201910,3440,2608
202003,128,2608
202005,3599,2607
201910,3715,2607
202003,479,2605
201910,362,2605
202005,307,2603
202005,326,2603
201912,445,2602
202005,438,2598
201909,3367,2597
202004,2008,2597
202001,539,2596
201907,3107,2595
201906,3314,2593
201907,267,2592
201907,3372,2592
201908,79,2591
201909,3107,2588
201908,3318,2588
201908,3314,2586
201906,3402,2584
201906,3107,2582
201912,127,2581
201908,264,2580
202002,3809,2580
201908,323,2579
201907,393,2579
201912,317,2579
201907,3507,2579
201908,3725,2576
201906,3749,2576
201911,2006,2574
201910,259,2574
201912,161,2573
201908,3155,2571
202005,332,2571
201907,3521,2571
202001,385,2568
201906,324,2566
202002,361,2565
201907,3113,2564
201910,393,2564
201912,462,2562
201912,3233,2560
202004,497,2559
202001,303,2559
201908,3139,2558
201911,456,2558
202003,3142,2556
202002,254,2555
201909,392,2555
201911,328,2554
202001,265,2554
202002,515,2552
202003,3164,2550
202001,3259,2549
202003,236,2548
201906,389,2547
202003,486,2543
202005,236,2543
202001,212,2542
201911,410,2542
201912,72,2542
201909,389,2540
201907,3402,2540
201909,467,2540
201909,391,2538
201911,3147,2538
201912,438,2537
201912,458,2537
202003,3260,2536
201906,3521,2535
202002,495,2533
201909,3110,2533
202005,494,2532
201909,3161,2532
201911,3175,2529
202001,3429,2528
202005,259,2527
201909,331,2522
202005,422,2521
201912,526,2521
201909,3712,2521
201907,331,2521
201912,403,2520
201907,302,2519
201912,3260,2519
201908,3402,2517
201907,323,2517
201909,282,2516
201912,503,2516
201910,320,2512
201912,312,2512
201906,366,2512
202003,3140,2509
202002,257,2509
202001,336,2508
201911,3461,2508
201907,415,2507
202003,326,2507
201910,423,2506
201906,3160,2505
202002,265,2501
202001,72,2501
201906,3372,2501
202002,448,2500
202005,3799,2498
202002,388,2497
201908,330,2495
201907,316,2494
201908,389,2494
201907,3699,2493
202003,474,2492
202005,315,2492
202004,532,2491
202001,319,2491
202002,531,2490
202001,540,2490
201907,3734,2489
201908,415,2488
201911,355,2487
201910,323,2487
201909,276,2487
202003,405,2487
201911,3093,2486
201910,3232,2485
202002,470,2485
202005,439,2484
201912,513,2484
201912,450,2483
201912,334,2480
202005,450,2479
202005,238,2479
202002,484,2475
202001,520,2473
202005,480,2472
202003,532,2472
201907,3160,2472
201908,3367,2472
201910,3148,2471
201909,3283,2470
202002,195,2468
202001,3158,2467
201906,522,2466
202001,268,2466
202001,440,2466
201911,3235,2466
202005,398,2466
201911,3429,2465
201910,224,2464
201908,224,2464
201909,239,2463
202005,3354,2463
202005,3725,2462
201910,3374,2461
201912,167,2461
201908,3372,2460
201910,3457,2460
202002,385,2460
201909,2009,2460
202001,347,2459
202002,546,2455
202003,450,2455
201912,493,2453
202002,3905,2452
201909,266,2452
201911,455,2451
201912,501,2449
201908,534,2448
202003,301,2448
202005,3699,2447
201908,3119,2446
202005,3656,2446
201909,264,2446
201911,346,2442
201908,360,2442
202002,3164,2441
202002,401,2441
202003,167,2437
202001,412,2436
202002,540,2436
201909,386,2436
201909,3690,2436
201908,3132,2435
202002,174,2434
201912,2021,2432
201908,308,2432
201907,264,2432
201908,302,2431
202002,251,2429
202001,3718,2428
201909,3305,2428
201907,3155,2426
201912,3686,2426
201907,3318,2425
201906,3733,2424
201908,266,2424
201910,3521,2424
201906,228,2423
202001,394,2423
202004,3711,2422
202005,116,2422
201910,3092,2422
202002,487,2420
201907,360,2419
202005,312,2419
202003,3799,2419
201908,3148,2418
202001,485,2417
201911,3409,2416
201910,360,2414
201910,2000,2413
202002,3140,2412
201907,332,2412
201906,320,2412
202002,3259,2411
201908,3349,2410
201911,3301,2409
201906,393,2407
202001,2012,2406
202003,448,2405
202003,250,2404
201906,316,2403
202003,334,2403
202005,458,2402
202005,470,2401
202001,508,2400
201907,3367,2400
202002,212,2400
202001,493,2399
202001,500,2398
202001,3461,2397
202005,3301,2397
201908,3110,2396
202003,312,2396
202005,472,2396
201909,3113,2396
202004,435,2395
201907,79,2395
201909,455,2392
201906,524,2392
201910,79,2390
201912,487,2390
201912,307,2390
201908,282,2389
201909,3350,2388
201907,3725,2388
201909,534,2388
202005,405,2387
202003,3165,2386
202003,311,2385
201908,3096,2382
201909,3177,2381
202003,466,2379
201910,2017,2378
201912,3467,2378
201909,3096,2377
201908,3113,2377
201910,481,2376
201909,3734,2374
201912,530,2373
202003,3656,2373
201906,3110,2372
202001,455,2370
201912,303,2370
202005,3148,2369
201912,3708,2369
202001,417,2367
202003,317,2365
202005,519,2365
201906,467,2365
201912,3788,2364
202005,401,2362
201911,434,2362
201906,3113,2362
202005,508,2362
202002,3680,2361
202001,325,2359
201909,341,2358
202005,3244,2357
201908,3734,2353
201906,302,2352
201906,454,2351
201910,266,2351
201906,3318,2350
201911,3799,2348
202004,2006,2347
201910,427,2346
201910,3160,2346
201911,309,2342
202003,2008,2341
201909,342,2340
202005,491,2339
201909,274,2338
202002,536,2337
201909,143,2335
202002,335,2335
202002,533,2333
202004,504,2333
202005,317,2332
201909,3170,2332
202002,539,2331
202001,387,2331
202003,307,2330
201911,3472,2328
201909,3086,2328
201906,3725,2328
201910,3166,2327
202001,434,2327
202002,3142,2327
201911,473,2326
202003,515,2326
201907,266,2325
201911,3236,2325
201912,515,2325
202005,301,2322
202005,346,2322
201911,532,2321
201907,398,2321
201912,3164,2320
201909,3323,2319
202003,3244,2317
201911,267,2317
201909,3320,2317
202001,164,2316
201908,471,2315
201910,3314,2314
202005,167,2313
201908,392,2312
201911,3282,2312
201910,3129,2311
201907,330,2311
201906,323,2310
201907,3119,2308
202005,3096,2308
202001,410,2306
202003,503,2305
201907,308,2303
202004,350,2303
201908,3108,2302
201911,315,2302
201911,3725,2302
201907,224,2302
202005,489,2300
201906,3119,2300
201910,264,2299
201910,302,2299
202004,368,2298
201907,3486,2296
201910,3810,2294
202005,3175,2293
202005,3259,2293
201912,525,2292
202001,513,2291
201906,3486,2291
201911,3134,2290
201906,3170,2290
201908,391,2289
202005,334,2288
201911,3697,2288
201909,3486,2287
201911,3749,2285
201912,3443,2284
201909,471,2283
202001,502,2282
201908,3690,2282
201911,460,2282
201909,3362,2282
202005,361,2281
201909,340,2280
202002,303,2279
201911,3137,2279
202003,223,2279
201910,3119,2277
202002,3467,2277
201911,522,2277
202001,469,2276
202002,2006,2274
202003,161,2273
201912,327,2272
202002,410,2272
201907,386,2272
202001,3724,2271
201906,332,2271
202002,347,2270
202005,247,2269
201908,3305,2268
202005,173,2261
202003,525,2261
201912,484,2260
201912,531,2260
202003,347,2259
202001,383,2257
201907,239,2256
202002,493,2256
201912,367,2256
201906,391,2253
202005,3255,2252
201906,3507,2252
201909,3286,2252
202003,470,2250
202003,3724,2249
202003,401,2248
202002,305,2248
202001,3244,2247
201910,217,2247
201906,3096,2247
201907,3118,2246
202003,3686,2244
201911,369,2244
202001,3159,2243
202004,3137,2243
202001,280,2243
202001,422,2242
202003,361,2239
201909,3101,2239
201906,3148,2238
201911,150,2237
202002,268,2236
201908,324,2236
202004,3641,2234
201911,454,2232
201906,2009,2230
202002,3158,2230
201907,3110,2230
202002,280,2229
202001,3712,2229
201906,3101,2229
202002,325,2228
201906,3734,2228
201910,3367,2226
201909,3349,2225
202003,483,2225
201910,3283,2225
202005,455,2224
201912,311,2223
202004,402,2220
201906,3367,2219
202002,480,2219
201912,3002,2219
202003,385,2218
201907,534,2217
201908,3320,2216
201908,3486,2216
201908,3350,2214
201906,3155,2214
201910,239,2214
201908,516,2212
201909,3118,2211
201909,3288,2211
201906,471,2211
201906,331,2210
202005,442,2210
202003,3259,2210
201907,143,2208
202003,438,2208
202003,315,2207
201910,3170,2206
201906,3709,2205
201909,406,2205
201911,2002,2205
202003,251,2204
201908,3118,2204
202001,309,2204
201912,3244,2203
202002,394,2201
201907,3096,2200
201909,3082,2200
201907,3170,2199
201908,239,2198
202005,3437,2197
201910,467,2196
201908,467,2195
201909,3534,2194
202005,3288,2194
202005,539,2193
201910,308,2193
202005,3236,2193
201911,279,2192
202002,304,2192
202001,346,2192
202003,3709,2191
201908,270,2190
201910,480,2190
202005,265,2189
202005,3749,2189
201909,376,2188
201912,305,2187
202002,3461,2186
201907,3148,2185
201911,363,2183
201910,3747,2182
201911,3171,2182
201906,363,2181
202005,477,2179
201912,3809,2179
201908,3101,2179
202002,3463,2178
202002,485,2177
202001,3360,2177
202002,434,2176
202002,3724,2175
201908,2017,2175
202002,319,2174
202003,3461,2174
202005,502,2172
202002,3429,2172
201910,415,2172
201906,3350,2171
202002,3718,2170
202005,3735,2170
202005,487,2169
201912,361,2168
201906,415,2167
201910,3318,2167
202005,3331,2164
201907,516,2164
202003,3137,2164
202002,412,2164
201912,3746,2164
202003,495,2162
201907,3086,2162
202005,3783,2161
201906,330,2161
201907,3108,2161
202003,458,2160
202005,3305,2160
201912,536,2159
201909,3356,2157
202001,377,2156
201906,3177,2155
201910,330,2155
201911,238,2154
201909,366,2154
201910,356,2154
202002,72,2153
202001,150,2152
202001,247,2152
201907,324,2151
201908,250,2150
202005,403,2148
202004,509,2146
201911,3016,2145
201912,394,2144
202001,3156,2143
201906,406,2143
201912,251,2142
201906,3108,2142
202003,3016,2141
201910,389,2140
202003,540,2140
201911,3360,2139
201911,3733,2139
201908,3170,2138
201910,3110,2137
202005,423,2137
202002,422,2137
201909,3169,2136
201908,3177,2136
201907,391,2136
201909,321,2134
202002,2012,2134
202003,3147,2133
202003,2012,2133
202003,536,2133
202001,3409,2132
201910,3690,2130
202002,455,2129
201907,282,2128
201912,3142,2127
201906,143,2125
202005,3136,2125
201908,340,2124
201907,3177,2124
202002,520,2123
201910,143,2122
201910,324,2122
202001,3093,2122
202003,3168,2121
202003,3282,2121
201906,264,2120
201907,471,2119
202005,3372,2118
201911,3132,2118
201911,393,2117
201909,3139,2117
201911,2008,2115
201906,239,2113
201906,3226,2113
201909,3351,2111
201912,377,2111
201912,401,2110
202003,412,2110
202004,528,2110
201909,3078,2109
202005,410,2109
201910,3161,2108
202001,480,2107
202002,440,2107
201906,3305,2106
202005,3726,2104
202002,164,2102
201910,3402,2102
202001,3165,2101
201907,3305,2101
202005,474,2098
202004,478,2097
202003,529,2095
201909,324,2095
201906,282,2094
202002,508,2094
201907,3101,2093
201907,467,2090
201906,3362,2090
202004,501,2088
202003,3233,2088
201910,331,2088
202003,508,2088
201908,3169,2087
201909,314,2086
201908,3526,2085
202001,335,2084
202004,285,2082
201911,3737,2081
201909,3162,2081
201910,516,2079
201911,411,2079
201909,356,2079
201910,342,2079
201912,405,2079
201909,3151,2079
202005,3351,2079
202005,492,2078
201906,3416,2077
201912,3709,2077
201911,367,2076
202005,2000,2076
201910,392,2075
201909,291,2075
201912,257,2075
201908,3086,2074
201910,3671,2074
201906,3118,2072
202003,3301,2071
202004,447,2071
201906,3086,2071
201907,2017,2071
202004,446,2070
202003,305,2070
202001,369,2070
201906,3169,2069
202003,539,2069
202001,3798,2068
201907,340,2068
201908,143,2068
201912,254,2067
202005,3112,2067
201912,336,2065
201912,3718,2064
201912,3680,2064
201908,3288,2063
202004,2012,2063
202005,2002,2062
202005,546,2061
201906,3288,2061
202001,3175,2061
202003,195,2060
201908,3082,2058
201911,337,2058
201906,224,2058
201908,3457,2058
202004,3002,2058
202002,383,2058
201907,3350,2058
202001,324,2058
201912,3140,2057
202001,328,2056
201910,3350,2056
201907,3349,2056
201908,3136,2055
201912,3158,2055
201908,3283,2054
201908,3351,2054
202003,2021,2052
201907,3116,2052
201907,392,2052
201912,2006,2051
201908,3553,2050
201912,3463,2049
201909,249,2049
202001,3256,2048
202005,3336,2048
202005,383,2047
202001,355,2047
202003,403,2046
202002,150,2046
201912,385,2045
201906,3354,2044
202002,469,2044
202002,502,2044
201910,3356,2044
202004,468,2044
202002,3744,2043
201911,3372,2042
201909,3658,2040
202002,387,2039
202001,252,2037
201906,3283,2037
201909,3087,2037
201908,342,2035
201910,340,2034
202001,411,2034
201910,341,2033
202001,3905,2031
201909,3671,2031
201912,546,2030
202001,3147,2030
202004,3163,2029
202003,487,2029
201910,276,2027
201909,408,2026
202003,3708,2026
202005,3744,2026
201910,386,2025
202004,3140,2024
201910,3328,2024
201908,3161,2022
202005,3697,2022
201911,228,2021
201912,301,2020
202005,3323,2020
201908,321,2017
202004,3881,2016
202003,363,2016
201909,3416,2016
201906,3320,2014
201906,386,2012
201910,3658,2012
202001,315,2011
201912,388,2010
201912,520,2009
202002,3165,2009
202002,3712,2007
201910,3734,2006
201907,274,2006
201910,366,2005
202003,254,2005
202004,3165,2004
201907,3134,2003
201908,3416,2003
201906,392,2001
201907,376,2000
201910,3294,1999
201908,3362,1998
202003,422,1996
202002,3093,1995
201907,3169,1995
201911,349,1995
201912,325,1995
201908,3178,1994
202003,265,1994
202003,3163,1993
202003,3156,1991
201910,3107,1990
201907,3161,1990
202001,3674,1990
201908,408,1990
202001,3235,1989
202005,483,1989
201911,295,1987
201908,276,1986
202005,466,1985
201907,321,1984
201906,2017,1983
201910,534,1982
202002,417,1982
202005,3360,1982
201906,308,1982
202003,212,1981
201912,3799,1980
202003,526,1980
201910,2009,1979
201910,391,1979
201911,3161,1979
201911,3507,1979
201912,335,1978
201912,539,1977
201910,3486,1977
202005,3809,1976
202001,3697,1975
201908,3085,1973
201906,3116,1971
201911,464,1971
202005,195,1969
201907,3553,1969
202003,410,1968
201906,3178,1966
201906,274,1966
202002,513,1965
201912,3259,1964
201912,195,1964
201912,412,1964
202001,456,1963
201907,3416,1962
201912,174,1961
201910,3173,1961
201912,268,1961
201909,399,1959
201909,3178,1959
202003,480,1958
202001,3163,1958
201908,3721,1958
201906,3161,1957
201906,342,1957
201908,3087,1957
202002,500,1956
201912,456,1956
202003,388,1956
201908,291,1955
202003,502,1955
202004,3435,1954
201906,3690,1954
202003,3175,1953
202004,482,1952
201906,360,1952
201911,3440,1951
201907,3320,1950
202002,3409,1948
202003,3809,1947
202004,3016,1947
202002,309,1947
201906,340,1946
202002,247,1945
201908,3134,1945
201908,274,1944
202004,3282,1942
202005,3709,1942
201912,3159,1939
202002,369,1939
202005,454,1937
202001,295,1937
201910,274,1937
201907,3283,1937
201906,3351,1936
202003,387,1934
201909,3116,1933
201911,3295,1933
201912,540,1933
202002,324,1932
201909,3378,1931
201908,376,1931
202002,3147,1930
202005,3350,1928
201912,2012,1928
201912,483,1927
201909,3804,1926
202005,3263,1925
201912,448,1925
202005,3158,1924
202002,346,1922
201907,390,1922
201910,3376,1920
201906,3162,1920
201912,3429,1920
201907,3162,1919
201908,3151,1917
201909,3382,1917
201912,470,1917
201906,3286,1916
201906,298,1916
201906,534,1916
201909,390,1916
201908,3671,1916
201910,471,1915
201906,266,1915
202001,228,1914
201909,3368,1914
202004,3423,1913
201912,3798,1913
202001,3472,1912
202005,347,1911
201911,3143,1911
202005,2021,1910
201907,3534,1909
201909,3346,1909
201907,342,1909
202001,522,1908
202005,513,1907
202005,3686,1907
202004,3812,1905
202004,3168,1905
202003,531,1905
202005,3226,1904
201910,3177,1903
201910,282,1902
202004,518,1901
201910,291,1901
201907,406,1899
202002,252,1898
201908,3286,1898
202005,369,1898
201906,3553,1898
201912,3699,1897
201910,398,1896
201908,3323,1896
201906,83,1895
201910,321,1895
202005,3318,1894
201909,339,1894
201908,390,1894
202005,3734,1893
202005,3815,1891
201908,406,1889
201912,265,1888
202003,3423,1888
202002,328,1887
201912,319,1886
202005,280,1885
202003,546,1884
201906,321,1884
202003,336,1882
201911,3715,1881
202001,464,1881
201907,3362,1880
202005,304,1880
202004,445,1880
201907,310,1880
201906,516,1880
201911,3170,1879
201907,3288,1878
201911,302,1878
201912,212,1877
201910,3113,1876
202002,3156,1874
202005,250,1874
202005,223,1874
201909,3117,1873
202004,380,1873
201910,3139,1870
201908,3508,1869
201907,3151,1869
202005,282,1868
201911,3283,1868
201909,3376,1868
202004,2003,1867
201906,276,1866
202001,267,1866
201908,3116,1866
201908,310,1866
201912,533,1865
202001,3440,1864
201910,3162,1864
201910,3151,1864
201908,3346,1863
202005,3718,1863
202005,3169,1863
201908,341,1863
201909,3085,1863
201910,3231,1861
201906,3534,1861
201912,296,1861
202002,3159,1860
202004,3374,1858
201910,3108,1858
201910,408,1857
202001,2002,1856
201907,3136,1856
201909,3364,1855
202005,465,1855
202003,325,1853
201912,469,1853
202001,3749,1853
201907,339,1852
202001,304,1849
201907,3082,1847
202002,3360,1847
201909,3172,1847
201908,3518,1847
201906,157,1846
201906,3382,1845
202002,3301,1845
201909,3100,1844
202002,336,1844
201909,3115,1844
202005,526,1843
202005,254,1843
201909,3547,1842
201909,3135,1842
201911,362,1842
201907,291,1841
201908,3593,1839
202002,3163,1838
201909,3553,1838
201906,3346,1837
201907,298,1835
202002,3175,1835
201909,3106,1834
201906,3085,1834
202002,423,1833
202005,349,1833
202002,460,1832
202003,3744,1831
202003,346,1831
201909,3721,1831
201909,3336,1831
202005,3260,1830
201911,320,1830
201907,270,1829
202005,328,1828
201909,310,1827
201909,3335,1827
202002,355,1827
202001,302,1826
201907,83,1826
201908,339,1825
201906,376,1824
201906,3082,1824
201907,3226,1823
201906,3151,1821
201908,3534,1819
201907,3087,1819
202002,3697,1819
202001,238,1818
201909,313,1818
201912,347,1818
202005,3292,1818
202001,3744,1816
201911,2017,1816
201908,3547,1816
202003,3166,1816
202003,174,1815
202003,411,1815
202005,3664,1813
201910,3145,1812
201910,3416,1811
201908,3172,1811
202001,532,1810
201909,3526,1810
202002,377,1810
201906,3497,1809
201912,440,1808
201912,383,1807
202003,394,1807
201907,3526,1807
201908,3162,1806
201909,3453,1805
201909,157,1803
201909,3287,1802
202003,247,1802
201906,3547,1799
202001,3699,1799
201908,3117,1799
201909,3508,1799
202003,3735,1799
202005,496,1798
202001,393,1797
201909,83,1796
202004,3167,1795
202005,3124,1794
201907,276,1794
202003,309,1793
202001,3737,1793
202004,495,1793
202002,3256,1791
202003,257,1791
201909,3497,1787
202004,3164,1784
202003,469,1784
202005,3151,1784
202002,3785,1781
201908,314,1780
201906,3087,1780
201911,323,1780
201909,3242,1780
201909,3077,1779
202003,319,1779
201909,3285,1779
201909,3290,1778
201906,408,1778
202002,3472,1777
201908,313,1777
202002,532,1776
202002,3171,1776
202001,460,1775
202005,331,1775
201907,3323,1774
202005,3740,1773
201908,3226,1773
202001,3171,1773
202001,3016,1772
202005,150,1772
201906,3331,1771
201907,3721,1771
202005,3383,1771
202002,456,1769
202005,252,1768
202001,3783,1768
201908,3115,1767
201912,455,1765
201911,2000,1764
201906,3671,1763
201906,314,1762
201909,260,1761
202001,3785,1760
201909,3081,1758
202005,229,1758
202003,484,1758
201910,83,1757
202003,3905,1756
201912,387,1756
201906,3139,1755
202003,3295,1754
201911,3314,1753
201907,3508,1753
202004,281,1752
201909,298,1752
201912,280,1752
202004,237,1752
202002,2002,1752
201908,3078,1751
202002,3235,1751
202005,503,1751
201912,500,1751
201906,3323,1751
201911,3521,1751
201910,3135,1750
201911,146,1750
201910,3086,1750
201907,3085,1749
201909,3307,1749
201906,291,1748
202003,3158,1748
202003,3718,1747
202005,325,1747
201912,355,1747
201908,3254,1747
201907,3178,1746
202003,3712,1746
201912,508,1745
201911,316,1745
202002,3440,1744
202003,3697,1744
201909,3076,1743
202004,293,1743
202005,3534,1743
201910,313,1743
202005,3737,1742
201911,324,1741
202004,448,1741
201908,3331,1740
202003,460,1739
202005,486,1739
201909,3383,1739
202005,525,1738
202003,455,1737
201906,3078,1737
201907,314,1736
201907,3351,1736
201911,3328,1735
202003,280,1735
202005,224,1734
201910,314,1733
202002,3674,1733
202003,513,1733
202005,174,1732
201910,3150,1731
201908,3637,1730
201912,3461,1730
201907,366,1730
202005,389,1730
202005,3712,1729
202005,427,1729
201909,3400,1729
202002,295,1728
201909,3154,1728
202003,485,1728
202002,3236,1727
201909,241,1727
201907,157,1727
201908,83,1726
202003,3360,1726
201907,3593,1726
201907,3690,1725
201912,502,1724
201910,339,1724
201909,3668,1724
201909,3292,1724
202001,473,1724
202002,473,1723
202001,3301,1722
202002,238,1722
201906,310,1722
201910,390,1721
202005,3514,1721
202001,3372,1720
201908,3368,1720
201906,390,1719
201906,241,1718
201911,502,1718
201908,399,1718
202002,3737,1717
201906,3558,1717
201911,3350,1716
201908,157,1716
202005,530,1715
201908,3383,1714
201912,417,1714
202001,3236,1714
202001,3232,1710
201908,3453,1710
201909,3637,1710
202004,3156,1709
201908,241,1709
202002,3786,1709
201908,3076,1709
201907,3286,1707
202004,515,1707
201906,258,1707
201908,3497,1707
202003,328,1706
201906,414,1705
202005,3345,1704
201909,3293,1704
201909,3328,1703
202003,150,1702
201908,3077,1702
201909,3518,1702
201910,3096,1701
202004,476,1701
202002,464,1701
201906,468,1700
202003,383,1700
201908,249,1699
201912,3360,1699
201911,3457,1698
201908,3124,1698
201909,3593,1698
201906,270,1697
202003,533,1697
202002,3137,1697
201906,339,1697
201908,244,1696
202005,3178,1696
201906,3783,1696
202003,3467,1695
202001,363,1695
202001,3733,1695
201911,342,1690
201910,3082,1690
201909,270,1690
201906,3300,1690
202003,3374,1690
201908,3558,1690
201907,3383,1689
201908,3126,1688
202003,238,1688
201906,3242,1688
201910,3285,1687
201907,2023,1687
201910,3154,1687
201908,260,1687
202004,494,1687
201907,3453,1686
202004,3142,1686
201907,249,1686
201908,3529,1683
201906,3172,1682
202001,3715,1682
202003,268,1681
201911,3815,1681
202001,3168,1681
202005,355,1681
202004,505,1680
201909,3080,1679
202003,423,1679
201907,3671,1678
201907,3346,1677
202004,536,1677
202001,3137,1677
201907,3076,1676
202003,3463,1675
201909,3126,1675
201907,3106,1674
202003,3429,1674
202004,462,1673
202003,349,1672
201908,3400,1671
202005,3307,1671
202002,411,1670
202005,394,1670
202002,315,1670
201912,3093,1670
201906,3134,1670
201906,526,1670
201911,3232,1668
201909,3124,1668
201909,3648,1667
202001,3402,1667
202002,522,1666
201911,3092,1665
202005,3782,1665
201910,3804,1664
202004,387,1663
201906,3368,1662
201909,3370,1662
201908,258,1662
201907,3331,1662
202002,3798,1662
202004,461,1661
201912,3724,1661
201908,3285,1661
202004,507,1660
201910,406,1660
201906,341,1659
202002,3749,1659
201907,3124,1658
201912,422,1657
201908,298,1657
201911,3402,1656
201909,3558,1656
202005,473,1655
202002,267,1655
202004,530,1655
202002,393,1654
201911,266,1654
202004,72,1653
202003,500,1653
201912,150,1653
201910,399,1653
201910,3323,1652
201910,3423,1652
