period,end_station_id,no_trips
201907,3172,1652
202004,3724,1652
201912,485,1652
201906,249,1652
201909,516,1651
201911,3783,1651
201907,3497,1651
202003,369,1651
202001,349,1651
201910,3172,1650
201910,310,1650
201907,3307,1649
202001,3507,1649
201909,3628,1648
202002,3016,1648
202002,302,1648
201910,3351,1647
201907,341,1646
201907,3126,1645
201910,3101,1644
201908,3376,1643
201906,3307,1643
202001,362,1642
201907,3558,1642
202003,164,1641
202003,3472,1641
202005,3785,1640
202005,3314,1638
202005,481,1638
201911,3119,1637
201912,3236,1636
202001,320,1636
201909,3414,1636
201908,3668,1635
201910,3362,1635
201908,3106,1634
201907,3400,1634
202004,363,1633
201907,3547,1632
201910,3336,1632
202003,440,1631
201907,437,1631
201906,3106,1631
201908,3364,1630
201907,3420,1630
201912,3175,1630
202005,3553,1629
201911,3734,1629
202002,3715,1629
201911,2009,1629
201909,258,1629
201909,3357,1628
201907,3285,1627
201911,3423,1627
202005,440,1627
202003,3521,1626
201907,408,1626
201911,3112,1624
202001,3132,1624
202004,523,1624
201912,434,1624
202002,363,1623
201911,224,1622
202001,3725,1622
202004,251,1621
202003,493,1621
201911,308,1621
201910,3118,1620
201907,3376,1620
201907,3630,1619
201908,356,1619
201909,3145,1618
202005,531,1618
201906,3418,1618
201909,244,1616
202002,349,1616
201907,3382,1615
202001,2008,1614
201912,3156,1614
202005,3733,1613
201912,346,1612
201908,3382,1611
201907,3117,1611
202002,3168,1611
202004,422,1611
202003,335,1610
201908,3307,1609
202003,3725,1608
201907,441,1606
202002,2008,1606
201912,295,1606
201908,3328,1605
201910,249,1604
202005,3312,1604
202005,3171,1604
202005,3283,1603
202005,3671,1603
202003,434,1602
201912,164,1601
202005,3798,1601
201910,3169,1600
201906,3526,1600
201906,3136,1598
202004,128,1598
201906,3285,1598
202005,3232,1597
201907,3242,1596
201911,239,1596
201906,3453,1596
202003,3783,1596
201908,3081,1596
202003,3680,1595
201906,3124,1595
202005,2017,1595
202003,295,1595
201907,241,1594
201912,252,1594
202002,228,1592
201906,3336,1592
201909,437,1591
201907,244,1590
201909,3408,1590
201910,3382,1590
201908,3336,1590
201908,3356,1590
202001,423,1589
201910,3553,1589
202002,3699,1589
202003,520,1588
201906,3437,1588
201908,3414,1588
202003,3372,1587
201906,3356,1587
201908,3100,1587
201912,410,1587
201909,3146,1587
201910,3508,1586
201907,3081,1586
201911,340,1585
201909,3529,1585
201908,3293,1584
201912,3712,1584
202005,3472,1584
201910,3383,1583
201911,3305,1583
201910,3534,1582
202003,454,1582
201911,351,1581
201908,3335,1581
202003,3785,1580
201908,3292,1579
201907,3100,1579
201911,330,1579
201906,3383,1578
202004,479,1577
201910,3346,1575
201908,3242,1575
202004,284,1574
202003,3236,1574
201909,3331,1574
201912,3235,1573
201906,364,1573
202002,3282,1571
201909,354,1571
202004,3349,1570
201906,3376,1569
201912,393,1569
201912,3409,1567
201911,143,1565
201912,247,1564
201910,3335,1564
201907,260,1563
201910,3136,1562
201910,3628,1562
202003,3699,1561
202005,3400,1560
201906,3576,1560
202005,3118,1559
201908,3648,1559
201908,3630,1557
202003,3409,1557
201908,3437,1557
202001,308,1556
202001,2017,1556
202004,453,1555
202005,319,1555
202004,3147,1554
201910,3293,1553
202001,3282,1553
201906,3400,1553
201906,3081,1552
201909,3630,1552
201906,416,1552
201910,270,1550
201911,3318,1550
202004,3461,1549
202005,3286,1546
202003,267,1546
202003,3349,1545
202004,411,1545
202003,3171,1545
201910,3593,1545
201906,3076,1545
202002,3733,1544
201910,3287,1544
201912,3301,1543
201906,3077,1543
202005,529,1543
201907,3328,1543
201907,3496,1542
201907,3078,1541
201907,3135,1540
201906,3408,1540
201907,3368,1539
201909,3437,1539
201910,3349,1538
201906,3292,1538
202002,323,1537
201910,3378,1534
201908,437,1533
202004,545,1533
201911,360,1533
201908,3420,1531
201906,3637,1531
201910,3497,1531
201909,3315,1530
201911,331,1530
202001,239,1530
201912,309,1529
201907,3336,1529
202005,164,1529
202004,311,1528
201910,3637,1528
201909,3312,1527
201906,3414,1527
202005,415,1525
201908,3378,1525
201907,3668,1525
201907,3356,1525
201909,3131,1524
201912,522,1524
201911,79,1523
202003,303,1522
201910,3116,1521
201907,399,1521
201908,3135,1520
201907,3648,1519
202005,212,1517
202004,3301,1516
201908,3628,1516
201910,3312,1516
202005,3107,1516
202001,3423,1515
201908,3080,1515
202003,2002,1515
202005,3287,1514
201908,3290,1513
201906,3420,1513
201906,3100,1513
202001,146,1511
201908,354,1511
201908,3312,1511
201910,3648,1511
202003,3159,1510
201906,3508,1510
201907,3408,1509
201911,3376,1508
201909,3538,1508
201907,313,1507
202002,3725,1505
201912,3749,1504
202003,3749,1504
202005,3533,1504
202003,355,1503
202004,3746,1503
201907,3637,1503
201909,3369,1503
201910,3100,1502
201906,3668,1501
201911,3110,1500
201912,3165,1500
201907,3518,1500
201908,3408,1499
202002,3507,1498
201911,3486,1498
201906,437,1498
201912,411,1497
201911,3162,1497
201911,264,1497
201909,3420,1496
201912,3472,1496
202001,3283,1495
201910,260,1495
201909,3074,1494
202001,3815,1494
201911,3168,1493
201907,3290,1492
201911,366,1491
202004,3295,1491
201906,3584,1491
201910,3085,1490
201906,260,1489
201907,3102,1489
201907,3146,1489
202005,3518,1488
201911,3459,1488
202003,3093,1488
201907,3312,1488
201912,267,1488
201910,3146,1488
202003,3129,1487
201907,3529,1487
201907,3572,1487
201911,3145,1487
201910,3668,1487
202002,3402,1486
202001,323,1486
201906,3648,1484
201909,3417,1484
201907,3077,1483
201911,389,1483
201908,3572,1482
201912,495,1482
201907,3628,1482
201909,418,1482
201910,3115,1481
201911,3151,1481
202001,3134,1481
201910,3087,1480
202001,330,1480
201907,3434,1479
201907,3293,1478
201906,3135,1477
202005,3170,1476
202003,3737,1476
201908,3417,1475
201906,3721,1475
202001,2009,1475
202005,298,1475
202004,297,1474
201910,3721,1472
201907,3437,1472
202004,432,1471
201910,3453,1471
201906,3126,1471
201911,332,1471
202005,3905,1471
201912,302,1470
201906,3254,1469
201906,244,1469
201912,3674,1469
202005,161,1468
202002,3783,1468
201906,3293,1467
201912,369,1467
201906,3145,1467
202005,241,1467
202001,454,1466
201910,157,1466
201911,467,1466
201910,3292,1466
202001,2000,1465
202004,3129,1464
201908,3533,1464
201906,3315,1463
202004,3175,1463
202001,316,1462
201912,3147,1462
202001,3731,1461
202002,3372,1461
201908,3102,1458
201907,258,1458
201906,3328,1457
201911,3690,1457
202003,3173,1456
202005,3157,1456
201906,3434,1455
202001,3092,1455
201908,418,1455
201910,3539,1455
202004,3707,1452
201906,3290,1452
201912,3697,1452
201906,356,1451
202005,3093,1451
202002,3112,1451
201909,3365,1451
201911,481,1451
202003,332,1450
202005,3497,1449
202002,3232,1449
202004,490,1448
202001,340,1448
202003,3148,1448
201909,364,1448
201906,3365,1448
202003,3798,1448
202004,460,1447
201907,418,1447
202002,3731,1447
202003,377,1446
201907,3414,1446
201911,3148,1446
202005,3077,1446
201912,328,1446
201909,3254,1445
201911,392,1444
202005,493,1444
201909,416,1444
201910,3368,1443
202005,3613,1443
201910,3526,1442
202003,3733,1442
201910,3152,1441
201908,3354,1440
201910,3078,1440
201908,3496,1439
202004,151,1439
202005,264,1439
201911,415,1437
201911,391,1436
201910,3369,1436
202003,3674,1436
202001,366,1435
202002,3132,1435
202005,257,1435
201910,3357,1435
201907,3335,1434
201909,3296,1434
201909,3294,1433
201907,3584,1432
201909,3430,1432
202005,295,1431
202002,320,1430
201906,3361,1430
201912,464,1430
202001,467,1429
201906,313,1429
201908,3146,1427
201912,473,1426
201911,3135,1426
202004,3166,1425
201908,3693,1425
202005,3161,1424
202005,3082,1424
201912,3171,1424
201907,3315,1424
201911,3356,1423
201906,3378,1423
202003,217,1423
202003,3440,1423
201906,3117,1422
201910,3420,1422
201911,3374,1422
201910,3109,1421
201908,261,1420
202002,3092,1420
202005,434,1419
201908,364,1418
202001,534,1417
202003,252,1416
201908,3430,1416
201907,356,1415
201909,3289,1414
202002,467,1413
201909,261,1412
201912,3440,1412
202001,351,1412
202003,3786,1411
202003,3314,1410
201907,364,1410
201907,3292,1408
201910,3414,1407
201908,3315,1406
201906,3701,1405
201911,3177,1404
202003,464,1404
201910,3400,1403
201906,3518,1403
201906,3398,1402
202001,3521,1401
201907,3430,1401
201906,3364,1401
202004,480,1401
202002,454,1400
201909,82,1400
202001,3170,1399
201906,261,1399
202004,236,1399
202003,324,1398
202001,79,1397
201912,3137,1396
201909,3182,1396
202004,334,1395
201908,3357,1395
201908,3145,1393
202001,143,1393
201908,82,1392
201908,3154,1392
201910,3538,1390
201906,3417,1390
202001,3112,1388
201906,3312,1388
201907,3357,1388
201910,3147,1387
201912,3163,1385
202004,489,1385
201911,376,1384
201907,3364,1384
201909,3533,1384
202003,417,1384
201907,3145,1383
201910,298,1383
201908,3537,1383
202005,340,1382
201906,3676,1381
201906,354,1380
202003,3235,1378
201912,3016,1378
201907,416,1378
201909,3418,1378
201911,516,1377
201909,3109,1377
201910,3242,1376
201906,3430,1375
202004,439,1374
202004,326,1374
201906,3593,1373
201909,3496,1373
201911,3671,1373
202005,469,1373
201910,3126,1372
202003,259,1372
201907,82,1371
201907,3533,1371
201909,3298,1370
201911,408,1370
202004,3725,1370
201909,3469,1369
201910,3077,1368
202005,3369,1368
201908,3676,1368
202003,3160,1367
202005,3674,1366
201907,3080,1366
202003,3112,1366
201910,3364,1365
202004,307,1365
201912,3232,1365
201912,3132,1365
202002,2000,1364
201912,460,1363
201907,3354,1362
202001,391,1362
202005,392,1361
201909,3572,1360
201911,321,1360
202005,3117,1358
202001,3119,1358
202004,3699,1358
201907,354,1358
201906,418,1357
201909,3537,1357
201912,228,1357
201908,3109,1356
202003,3143,1354
201912,3256,1353
201912,2002,1352
201909,3136,1352
201909,3790,1351
202001,3786,1351
201909,3064,1351
201911,3294,1349
202004,3320,1348
201909,3319,1348
202001,3486,1347
201909,3539,1347
202003,302,1347
201908,3370,1346
201910,3307,1346
202004,127,1346
202005,309,1345
202002,316,1345
201911,341,1344
202004,217,1344
202003,3288,1344
201909,3599,1343
201911,3166,1342
201910,3518,1342
202003,393,1341
201912,3733,1341
201909,3354,1339
202003,456,1339
202004,450,1339
202003,3283,1339
201906,3373,1339
202004,317,1339
202002,2017,1338
202005,316,1338
201911,471,1337
201907,261,1337
201910,3081,1337
202003,3305,1336
202002,3815,1336
202002,2009,1335
201911,3286,1335
201908,243,1335
201909,3398,1334
201909,3693,1333
201911,386,1333
202004,161,1333
202004,3259,1332
201906,3693,1332
202001,3295,1332
201907,3154,1331
202003,473,1331
201908,3418,1330
201911,3172,1330
202004,3799,1330
201908,3064,1330
201909,3321,1329
202002,239,1329
201907,3361,1327
201909,243,1327
201910,244,1327
201911,274,1327
202005,3715,1326
202005,320,1326
201909,3231,1325
202002,3119,1324
202001,3457,1324
202001,3314,1324
202005,516,1323
202005,3738,1323
201910,354,1321
202005,471,1320
201906,262,1320
201908,3296,1320
201908,3469,1320
202002,3521,1320
201910,3398,1319
202005,3565,1319
201911,217,1318
201909,3355,1318
201911,3416,1318
201910,3106,1318
201906,3102,1317
201910,3572,1317
202005,3529,1317
202005,391,1317
201911,291,1316
201911,276,1316
201907,3365,1316
201910,3296,1316
201912,3725,1315
202001,3161,1315
201910,437,1314
201911,534,1314
201906,3335,1314
201912,454,1314
201910,258,1313
202004,487,1313
202005,360,1313
202001,481,1313
201906,3182,1313
201911,3231,1312
201908,3571,1312
201910,3289,1312
201908,3804,1311
201909,3329,1311
201912,349,1310
202004,385,1310
202005,3804,1310
202002,3134,1310
201911,3288,1310
202005,3532,1310
201910,3076,1310
202002,3283,1309
201911,3129,1309
202005,388,1309
201912,279,1309
202005,291,1309
202002,308,1309
201908,3094,1309
201910,3315,1308
201906,3357,1308
201910,3117,1308
201909,3571,1308
202005,3376,1307
201908,464,1307
202002,3170,1306
201911,3173,1306
202001,3305,1305
201906,3304,1305
202004,301,1305
201910,3124,1305
201907,3345,1304
201906,3154,1304
202005,302,1302
201909,3284,1302
201910,3417,1302
201909,3102,1302
202001,415,1301
202002,146,1301
202004,3521,1301
202003,522,1301
202005,3101,1300
202001,274,1300
201906,399,1300
201911,259,1299
201906,242,1299
202003,3170,1299
201910,241,1298
202005,3300,1298
201907,3370,1298
201909,502,1298
201909,3308,1297
201912,532,1297
201912,3737,1297
201907,3243,1296
201912,324,1296
202004,3656,1295
201911,3378,1295
201908,3599,1295
202005,3630,1294
202003,3815,1293
201908,3329,1293
201912,3715,1292
202004,472,1292
202002,362,1291
201909,3373,1290
202003,316,1290
201906,3571,1290
201912,238,1289
201907,3254,1289
201907,3378,1289
201909,3150,1289
202004,3255,1288
201911,83,1288
201911,3285,1288
202002,366,1287
201906,3496,1287
202004,470,1287
202004,412,1287
202003,3383,1286
201911,144,1286
202001,3734,1286
201906,3630,1286
202003,398,1286
202005,3708,1285
201906,3308,1284
202001,3690,1283
201906,3628,1283
202003,415,1282
202001,3318,1282
201911,3810,1281
202002,391,1281
201911,3113,1281
201906,3080,1280
202003,481,1279
202004,332,1279
202005,323,1278
202005,3418,1277
202002,274,1277
201912,2009,1277
202001,331,1276
201908,3398,1276
202004,466,1275
201906,3370,1275
202002,143,1275
202005,533,1273
201910,261,1273
202004,519,1273
201907,3571,1272
201907,3599,1272
201912,3783,1271
201907,2022,1271
201907,243,1271
201909,3676,1271
201911,3154,1271
201906,3537,1271
202003,391,1271
202005,3739,1270
202004,438,1270
201909,3502,1270
202004,459,1270
202004,116,1270
202001,3151,1269
202003,2000,1269
202003,340,1269
201906,3529,1268
201908,344,1267
201906,3599,1266
201912,3168,1266
202002,340,1265
202001,264,1265
201908,3584,1265
201906,3581,1264
201910,3408,1264
201906,3562,1264
201908,3452,1263
202003,3232,1263
202005,3736,1263
202005,3233,1263
202003,3367,1263
202001,3374,1262
202005,485,1262
201907,3537,1261
202002,3295,1260
202003,3402,1260
201906,3572,1260
202005,393,1258
201906,3369,1258
201908,3074,1258
201907,3074,1258
201909,262,1258
201911,356,1257
201908,3369,1257
202005,274,1257
201906,3109,1257
202005,3554,1256
201912,362,1255
201909,3425,1255
201907,3562,1255
202004,259,1255
202001,3416,1255
201911,3658,1255
202005,3918,1254
202005,3154,1254
201908,3562,1253
202005,268,1253
202004,3160,1253
202003,323,1252
201908,3300,1252
202003,3918,1252
201911,3362,1251
201907,3398,1251
201908,3576,1250
202004,3143,1250
201908,3538,1250
202005,3285,1250
202003,228,1249
201909,2022,1248
202004,346,1248
201909,3094,1246
202001,3740,1245
201907,3373,1245
202005,3126,1245
202003,3350,1245
201908,3289,1244
201906,3294,1243
201910,3080,1242
202001,3143,1242
202003,2009,1242
201907,3417,1241
201911,3668,1241
201908,3345,1240
201907,344,1239
202004,403,1239
201911,3139,1238
201906,365,1238
201908,3502,1238
202004,312,1237
202005,3571,1237
202001,3173,1237
202005,3409,1237
202005,303,1237
202005,3443,1236
201906,3243,1235
201912,315,1235
202005,3172,1234
202001,3166,1234
201912,3402,1233
202005,3092,1232
202002,351,1232
202005,267,1232
201910,3529,1231
202003,2017,1230
201908,262,1230
201909,242,1230
201910,243,1230
201907,3418,1230
201908,416,1229
201909,3366,1229
202002,3486,1229
202003,351,1229
201911,3086,1228
201907,3139,1228
201908,3319,1228
202002,330,1228
201912,534,1227
201907,3131,1227
201909,3576,1226
202003,3715,1225
201909,3377,1225
201908,3365,1225
201912,2017,1224
201907,3296,1224
202005,3159,1224
201908,3125,1223
202004,305,1223
202004,3744,1223
201906,3329,1223
201910,82,1222
201907,3555,1222
202001,516,1222
201909,248,1221
201906,344,1221
201907,3693,1221
201909,3689,1221
202002,3918,1221
201907,3289,1220
202005,3177,1220
201910,242,1220
201907,3452,1219
201909,3243,1219
202005,3440,1218
201912,3372,1218
201907,3094,1218
201906,353,1217
201908,3298,1217
201910,418,1215
202005,3081,1215
201912,2008,1214
201911,270,1214
201909,3384,1213
202005,3116,1212
201912,363,1212
202003,3881,1212
201910,3243,1212
202001,360,1211
201911,3367,1211
201908,3615,1211
202005,324,1211
202004,173,1211
201906,3146,1211
202004,508,1210
201911,3336,1210
202005,464,1209
202004,3735,1209
202004,327,1208
201911,310,1208
202001,3350,1208
201911,3287,1208
201906,243,1208
201908,3131,1207
201908,3182,1206
202003,3320,1206
202001,3160,1205
202005,146,1205
201911,282,1205
202005,3584,1205
201912,323,1204
201907,3109,1203
201907,3300,1203
202005,3134,1203
201910,3630,1203
201908,3373,1203
202001,389,1203
202003,3916,1203
202003,360,1202
202005,341,1202
202002,331,1202
202001,224,1200
201910,3355,1199
201906,3377,1199
201909,3389,1199
202005,3290,1199
202005,406,1199
201907,3366,1198
201911,3107,1198
201909,3723,1198
201911,427,1197
201908,242,1197
202005,3370,1196
202004,3148,1196
202003,3169,1195
202004,502,1195
201910,3547,1194
201908,3673,1194
201912,3507,1193
201906,3064,1193
201909,344,1193
201906,82,1193
202004,3350,1192
202003,264,1192
202001,337,1192
201909,3375,1192
202003,3534,1192
201911,3648,1191
201907,3329,1191
201907,353,1191
202002,481,1191
202002,3457,1189
202004,401,1188
202005,2010,1188
201906,3549,1187
202004,540,1187
201909,3345,1187
202001,342,1187
201907,3576,1187
202003,224,1187
201906,3321,1186
201907,3064,1186
201911,3721,1186
202002,3416,1186
202004,3236,1185
201908,3389,1184
201908,3726,1184
202005,3786,1184
202005,3898,1183
201910,416,1183
202003,146,1183
201908,3243,1183
202004,247,1182
202005,3538,1181
202004,3367,1180
201907,3369,1180
201906,3411,1180
201912,239,1180
202003,331,1179
201912,366,1178
201910,3558,1178
202002,3314,1178
201906,3289,1178
202002,224,1177
201911,3497,1176
202004,265,1176
201906,3298,1176
202004,3244,1176
201907,3790,1175
201912,3815,1174
201908,3782,1174
201908,3379,1174
201907,3389,1174
201906,3412,1174
201909,3422,1174
201908,3454,1173
202005,168,1173
202001,3135,1172
202005,330,1171
202005,2022,1171
201909,3419,1171
201907,3502,1171
201911,406,1170
201906,3384,1169
201907,3298,1168
202005,3375,1167
201911,3323,1167
202004,3749,1166
201911,3346,1166
201910,3537,1165
201911,3553,1165
201909,3562,1165
201907,262,1165
202002,3350,1164
201907,3379,1164
202002,2010,1164
202003,3318,1164
201910,3178,1164
201909,353,1163
201908,3425,1163
201906,3296,1163
202005,3463,1162
201911,399,1162
202002,3173,1161
201906,3366,1161
202003,3134,1161
201907,3454,1160
202005,3085,1160
201912,146,1159
202002,3423,1158
202002,3148,1157
201909,3673,1157
201910,3496,1157
201911,3383,1156
202003,3734,1154
201907,3150,1154
202004,238,1154
201911,3096,1154
202004,3288,1154
202002,408,1154
201910,3157,1153
201906,3310,1153
202003,274,1153
202002,3160,1153
201906,3319,1153
202005,386,1152
201908,3377,1152
202002,3916,1151
202003,3161,1151
201908,3555,1150
201906,3131,1149
201912,467,1149
202001,3335,1149
201912,3282,1149
202005,351,1149
202001,386,1149
201906,3094,1149
201907,3425,1149
202002,264,1149
202005,3916,1149
201908,3479,1147
201906,3533,1147
202003,467,1146
202005,534,1146
202004,483,1146
201908,400,1145
202005,3362,1145
202001,356,1144
201906,144,1143
201910,3425,1143
201910,3365,1143
201909,120,1143
201907,3676,1143
202005,3150,1143
202002,79,1143
202001,3148,1143
202004,442,1142
201908,2022,1142
201906,3150,1141
202001,408,1141
201908,248,1141
201909,278,1141
201906,3389,1141
201908,353,1140
202001,3086,1140
201910,3375,1138
202001,291,1138
201908,3790,1138
201906,3358,1138
201907,3673,1137
201911,3420,1137
201906,3074,1137
202002,3690,1137
201909,3615,1136
201906,3790,1136
201906,3454,1136
202002,3305,1136
202004,513,1136
201912,3908,1136
201908,3689,1135
202002,3166,1133
201909,3125,1133
201909,3386,1133
202002,534,1133
202005,3115,1132
201909,3555,1131
201906,3419,1131
202001,279,1131
202005,335,1129
201912,266,1129
201909,3552,1129
202003,291,1129
201909,3359,1129
202004,539,1128
201911,3078,1128
201908,120,1128
202003,308,1128
201910,364,1128
201910,3308,1128
202005,376,1127
201907,3304,1127
202005,3086,1127
201912,316,1126
201907,3182,1126
202001,3367,1126
201910,3469,1126
201909,419,1126
202005,3402,1126
202004,410,1126
202002,3734,1125
202005,3618,1125
202005,3102,1125
202002,360,1124
201906,3615,1123
202002,3318,1122
202004,3173,1122
202005,3378,1121
201906,3345,1121
202003,3096,1121
202003,3151,1121
202002,3736,1120
201911,3364,1119
201911,249,1118
201911,157,1118
202005,3429,1117
202004,167,1117
201909,3412,1117
202002,415,1117
202001,3420,1116
201910,3576,1116
201910,3345,1116
202001,3288,1115
202004,3785,1115
201909,289,1115
201908,3366,1114
202005,342,1114
201911,3146,1113
201912,342,1113
201911,3804,1113
201911,3414,1113
202001,217,1112
202001,376,1111
201906,3284,1111
202004,3697,1111
202001,270,1111
201911,3382,1110
201911,3534,1108
201907,3321,1108
202002,3143,1108
201910,3571,1108
201912,340,1108
202003,3671,1108
201906,275,1108
201908,3411,1108
202004,223,1107
202001,3177,1107
201910,3319,1106
201909,3494,1106
201912,3134,1105
201906,3125,1105
201911,3293,1105
201907,3125,1105
201908,3602,1104
202004,361,1104
201909,3411,1104
202005,408,1104
202001,259,1103
201906,3452,1103
201911,390,1103
201910,2022,1101
201911,3082,1098
202001,3110,1098
201908,3294,1097
201909,275,1097
201911,3109,1097
201912,330,1096
202004,423,1096
202003,342,1096
202002,3374,1096
201911,3169,1095
202001,332,1095
201910,3373,1095
202002,3161,1095
201906,2022,1095
201909,3452,1095
202002,3113,1094
201912,3170,1094
201907,3384,1093
201906,3407,1093
201910,262,1093
202001,310,1093
202002,389,1092
202004,315,1092
201907,275,1092
201909,3536,1092
201907,3419,1091
201908,3422,1091
201911,3335,1091
201911,3101,1090
202003,3736,1090
202004,3383,1090
202005,3328,1090
201909,3300,1090
201906,3379,1090
202001,406,1089
201908,3150,1089
201910,144,1088
202002,356,1088
201908,3419,1088
202003,3287,1087
201910,3379,1087
201907,3052,1087
201910,248,1087
202005,2009,1086
202005,3914,1086
202004,3263,1086
201911,3637,1086
202004,150,1085
202003,3553,1085
201906,3673,1085
202001,3113,1085
201908,3284,1084
202003,3132,1083
201908,3723,1083
201907,3538,1083
201910,3418,1082
202005,359,1082
202005,3558,1081
201909,3454,1081
201911,3085,1081
201912,3314,1081
201911,3087,1080
201910,344,1080
202005,3355,1079
202002,392,1079
202005,79,1079
201911,313,1079
201906,3538,1079
201907,3319,1079
202001,3668,1079
201907,3377,1078
201909,3379,1077
201907,248,1077
202004,3305,1076
202001,3356,1076
202004,3360,1076
201910,3815,1075
201909,3728,1075
201906,3658,1074
202004,405,1073
201911,3369,1073
201908,3384,1073
201906,3306,1072
202004,454,1072
202005,258,1071
202001,341,1070
202001,3382,1070
202003,3177,1069
201911,3351,1069
202005,3135,1068
201908,3321,1068
201906,248,1068
201906,120,1067
201909,3130,1066
201909,3341,1066
202001,471,1065
202005,390,1065
202003,3226,1065
202002,337,1064
202002,3129,1064
202004,2021,1064
201912,320,1064
201909,3549,1064
201912,331,1064
201910,3361,1063
202003,320,1062
202002,3135,1062
201908,3052,1062
201908,3231,1061
201907,120,1061
201908,3308,1061
201911,3628,1060
201912,3423,1060
202003,3731,1059
202002,3151,1059
201912,2000,1059
201909,3052,1058
201906,3469,1058
201911,3290,1057
201907,3469,1057
202005,3496,1057
201908,3310,1056
201907,3422,1056
201912,3112,1056
202004,458,1056
201909,3303,1055
202004,3158,1055
202001,3315,1054
201906,3415,1054
202003,3497,1054
201912,3092,1054
202001,3671,1054
202005,3588,1054
202005,262,1054
201906,3410,1054
201906,3413,1053
201908,3616,1053
201909,3304,1053
201909,3403,1053
202002,516,1053
201912,3283,1052
201907,3581,1052
202004,3314,1052
202003,389,1052
202003,3092,1051
202003,3285,1051
201909,3396,1051
202001,3107,1051
201907,3284,1050
201907,242,1050
201910,3331,1049
201912,308,1049
202002,83,1049
202005,83,1049
201907,3726,1049
202003,2010,1048
201912,3119,1048
201908,3509,1048
202003,330,1047
201906,3375,1047
201909,3584,1047
202001,3376,1046
202005,261,1046
201911,3368,1046
202005,3146,1046
202005,144,1045
201908,3494,1045
201910,3437,1044
202002,471,1044
201908,3157,1044
201906,3422,1043
201911,3150,1043
201908,3413,1042
201911,3593,1042
202005,276,1042
202002,3110,1042
202003,3286,1042
201910,3562,1042
201906,3580,1042
201909,3581,1041
202005,3235,1041
201908,3581,1041
202001,3146,1040
202001,3082,1040
202005,3597,1039
202001,3154,1039
201906,3359,1039
201908,419,1039
202002,3086,1038
201910,3502,1037
202002,291,1036
201912,79,1036
201907,3412,1036
201911,3116,1036
201907,3615,1036
202001,321,1035
201908,275,1035
202005,3366,1035
201911,3118,1035
201910,3389,1035
202002,3288,1035
201908,3549,1034
201910,3329,1034
202004,3919,1034
202002,332,1034
202002,376,1034
202005,3611,1034
201910,3533,1034
202002,3335,1033
202005,3145,1033
201907,3549,1033
201911,3315,1033
201909,3509,1033
202005,3139,1032
202005,3637,1032
201912,3521,1032
202005,3576,1032
202004,349,1032
202005,3526,1031
201907,3509,1031
202001,390,1030
202001,339,1030
201911,354,1030
201907,3308,1030
201912,391,1029
201908,289,1028
202005,3486,1028
201911,3508,1028
201908,3375,1027
201908,3675,1027
202004,474,1027
201911,3152,1026
202001,3136,1026
201910,3377,1026
201906,3115,1025
201908,3755,1025
201906,3311,1025
201907,3602,1023
202004,3783,1023
202003,3323,1023
201906,420,1023
201909,144,1023
202001,3814,1022
201908,3341,1022
202001,3658,1022
202001,157,1022
202005,522,1021
202005,3108,1021
202003,3107,1021
201906,3502,1020
201912,3457,1020
202004,398,1020
202003,386,1020
202004,254,1020
202001,3129,1020
202005,228,1020
202005,3581,1019
201910,3298,1019
201911,339,1018
202003,392,1017
201910,3673,1017
201907,3689,1017
202001,276,1017
201908,3580,1016
202002,270,1016
201907,400,1015
202005,3289,1015
201911,298,1015
202001,3285,1014
202004,465,1014
202002,341,1013
201911,3242,1013
201910,3074,1012
201909,3339,1012
201907,3782,1012
202001,3286,1012
201908,3611,1012
201910,3422,1012
202001,3172,1012
201908,3763,1012
201906,3425,1011
201906,3355,1010
201912,3148,1010
202005,3673,1010
202005,3357,1010
201906,3479,1010
202005,3723,1009
201910,3419,1009
201912,3486,1007
202004,3599,1007
201911,3526,1006
201910,3321,1006
201909,3310,1006
201907,3411,1006
201912,3318,1005
202002,3107,1005
201909,3579,1005
202005,3531,1005
201906,3347,1005
202004,3553,1004
202005,377,1004
201911,3539,1004
201912,3161,1004
201911,3243,1004
202003,362,1003
201906,3555,1003
202001,3139,1003
201906,3386,1003
202001,83,1003
201910,3615,1002
202002,3356,1002
201911,260,1002
202003,3082,1001
202005,3080,1001
202004,304,1001
201910,3555,1001
201912,3177,1001
201906,3689,1001
201909,3726,1000
202001,3246,1000
201909,3782,999
202003,366,999
202005,3467,999
202002,3367,999
202005,3541,998
202005,3110,998
201906,3544,998
202002,3648,998
201912,3350,998
201907,3524,998
201906,3723,997
201912,143,997
202004,195,997
201908,3304,997
202004,3096,996
201906,3157,996
201912,3416,996
201910,3599,996
202003,3135,995
202003,239,995
202004,3815,995
201910,3366,995
202003,3086,995
201908,3339,994
202001,3346,994
202001,3497,994
202004,477,992
201908,3592,992
202002,217,992
202005,367,992
201911,398,991
202003,3507,991
201909,420,990
201912,3143,990
201912,337,989
201909,3358,989
202004,3709,988
201907,3755,988
202005,157,987
201907,3341,986
201908,278,986
202005,366,985
202003,390,985
202005,3152,985
201909,3413,985
201911,3400,985
201909,3388,984
201910,3130,984
202003,471,984
202001,3378,984
202005,456,984
202003,143,983
201906,343,983
201911,3160,983
202005,3453,983
201906,3763,982
201907,3494,982
202005,3425,982
202004,347,982
201907,3294,982
202005,3087,981
201910,3689,981
202002,3658,980
201911,3357,980
202002,3315,980
