station_id,station_name,station_lat,station_lon,z_score_lat,z_score_lon
3301,Columbus Ave & W 95 St,40.7920,-73.9681,0.08641046995933547434,-0.06977278340289902876
3769,White St & Johnson Ave,40.7072,-73.9358,0.05650155144154975653,-0.06348261191097808432
3282,5 Ave & E 88 St,40.7831,-73.9594,0.08327144431301126575,-0.06807852668526087964
3098,Leonard St & Bayard St,40.7193,-73.9486,0.06076921552250738843,-0.06597531144957214280
391,Clark St & Henry St,40.6980,-73.9934,0.05325671594197866450,-0.07469975983465134747
487,E 20 St & FDR Drive,40.7340,-73.9770,0.06595389833160467678,-0.07150598855082771005
128,MacDougal St & Prince St,40.7271,-74.0030,0.06352027170692635776,-0.07656928448859689133
3735,W 30 St & 10 Ave,40.7527,-74.0024,0.07254937918399374427,-0.07645243919772529484
3186,Grove St PATH,40.7196,-74.0431,0.06087502537575427187,-0.08437844476184859015
3733,Avenue C & E 18 St,40.7306,-73.9740,0.06475471999480666451,-0.07092176209646972759
344,Monroe St & Bedford Ave,40.6860,-73.9538,0.04902432181210332708,-0.06698797063712597906
3287,W 87 St & West End Ave,40.7903,-73.9776,0.08581088079093646820,-0.07162283384169930654
3253,Bike The Branches - Central Branch,40.6728,-73.9689,0.04436868826924045591,-0.06992857712406115742
3497,Pleasant Ave & E 116 St,40.7950,-73.9333,0.08746856849180430870,-0.06299575653234643228
534,Water - Whitehall Plaza,40.7026,-74.0127,0.05487913369176421052,-0.07845828335768770127
152,Warren St & Church St,40.7147,-74.0091,0.05914679777272184242,-0.07775721161245812232
428,E 3 St & 1 Ave,40.7247,-73.9878,0.06267379288095129028,-0.07360920378651644689
3285,W 87 St & Amsterdam Ave,40.7884,-73.9747,0.08514075172037287311,-0.07105808160248659017
355,Bayard St & Baxter St,40.7160,-73.9997,0.05960530713679167064,-0.07592663538880311063
3774,Knickerbocker Ave & George St,40.7044,-73.9284,0.05551399281124551113,-0.06204151999022839427
3061,Throop Ave & Myrtle Ave,40.6962,-73.9437,0.05262185682249736389,-0.06502107490745410479
3755,DeKalb Ave & Franklin Ave,40.6906,-73.9575,0.05064673956188887309,-0.06770851659750082409
3040,SSP Tech Workshop,40.6698,-74.0163,0.04331058973677162155,-0.07915935510291728022
3635,W 36 St & 9 Ave,40.7546,-73.9952,0.07321950825455733936,-0.07505029570726613695
3046,Marcus Garvey Blvd & Macon St    [temporarily removed],40.6826,-73.9380,0.04782514347530531481,-0.06391104464417393813
164,E 47 St & 2 Ave,40.7532,-73.9703,0.07272572893940521666,-0.07020121613609488256
3462,E 44 St & 2 Ave,40.7512,-73.9714,0.07202032991775932709,-0.07041543250269280946
453,W 22 St & 8 Ave,40.7460,-73.9992,0.07018629246148001421,-0.07582926431307678022
3921,Willis Ave & Bruckner Blvd,40.8057,-73.9252,0.09124245325760981790,-0.06141834510557987965
3530,Crescent St & Ditmars Blvd,40.7787,-73.9146,0.08171956646539030869,-0.05935407830018167497
3432,NYCBS Depot - GOW,40.7030,-73.9946,0.05502021349609338843,-0.07493345041639454045
3176,W 64 St & West End Ave,40.7745,-73.9875,0.08023822851993394059,-0.07355078114108064864
501,FDR Drive & E 35 St,40.7442,-73.9712,0.06955143334199871359,-0.07037648407240227730
3828,Eldert St & Bushwick Ave,40.6865,-73.9140,0.04920067156751479947,-0.05923723300931007848
545,E 23 St & 1 Ave,40.7370,-73.9781,0.06701199686407351114,-0.07172020491742563695
3611,Vernon Blvd & 47 Rd,40.7449,-73.9535,0.06979832299957477494,-0.06692954799169018081
3362,Madison Ave & E 82 St,40.7781,-73.9607,0.08150794675889654182,-0.06833169148214933871
528,2 Ave & E 31 St,40.7430,-73.9771,0.06912819392901117985,-0.07152546276597297613
3900,Morgan Ave & Lombardy St,40.7223,-73.9389,0.06182731405497622279,-0.06408631258048133286
3430,Richardson St & N Henry St,40.7191,-73.9422,0.06069867562034279948,-0.06472896168027511356
3355,E 66 St & Madison Ave,40.7680,-73.9685,0.07794568169958479949,-0.06985068026348009309
3422,Columbia St & Degraw St,40.6859,-74.0024,0.04898905186102103260,-0.07645243919772529484
3047,Halsey St & Tompkins Ave,40.6830,-73.9441,0.04796622327963449272,-0.06509897176803516912
143,Clinton St & Joralemon St,40.6924,-73.9934,0.05128159868137017370,-0.07469975983465134747
496,E 16 St & 5 Ave,40.7373,-73.9924,0.06711780671732039457,-0.07450501768319868665
3463,E 16 St & Irving Pl,40.7354,-73.9890,0.06644767764675679948,-0.07384289436825963987
228,E 48 St & 3 Ave,40.7546,-73.9719,0.07321950825455733936,-0.07051280357841913987
3814,E 56 St & Madison Ave,40.7616,-73.9726,0.07568840483031795286,-0.07064912308443600245
3602,31 Ave & 34 St,40.7632,-73.9208,0.07625272404763466452,-0.06056147963918817205
294,Washington Square E,40.7305,-73.9957,0.06471945004372437003,-0.07514766678299246735
3745,36 Ave & 31 St,40.7565,-73.9296,0.07388963732512093445,-0.06227521057197158725
3903,Jefferson Ave & Evergreen Ave,40.6899,-73.9146,0.05039984990431281174,-0.05935407830018167497
481,S 3 St & Bedford Ave,40.7130,-73.9626,0.05854720860432283629,-0.06870170156990939426
3981,Harlem River Dr & W 155 St,40.8305,-73.9399,0.09998940112601884858,-0.06428105473193399368
3417,Baltic St & 5 Ave,40.6800,-73.9800,0.04690812474716565836,-0.07209021500518569250
3138,E 77 St & Park Ave,40.7744,-73.9618,0.08020295856885164612,-0.06854590784874726561
382,University Pl & E 14 St (old),40.7349,-73.9920,0.06627132789134532709,-0.07442712082261762233
438,St Marks Pl & 1 Ave,40.7278,-73.9856,0.06376716136450241911,-0.07318077105332059309
258,DeKalb Ave & Vanderbilt Ave,40.6894,-73.9689,0.05022350014890133935,-0.06992857712406115742
483,E 12 St & 3 Ave,40.7322,-73.9889,0.06531903921212337617,-0.07382342015311437379
3827,Halsey St & Broadway,40.6860,-73.9170,0.04902432181210332708,-0.05982145946366806094
3487,Prototype Lab Motivate Headquarters,40.6566,-74.0085,0.03865495619390875038,-0.07764036632158652583
3500,E 115 St & Madison Ave,40.7989,-73.9448,0.08884409658401379336,-0.06523529127405203169
3378,E 76 St & Park Ave,40.7738,-73.9622,0.07999133886235787924,-0.06862380470932832993
276,Duane St & Greenwich St,40.7175,-74.0105,0.06013435640302608782,-0.07802985062449184747
3651,Bike Mechanics at Riis Room A,40.7252,-73.9747,0.06285014263636276267,-0.07105808160248659017
3884,Centre St & Seneca Ave,40.6997,-73.9022,0.05385630511037767064,-0.05693927562216868082
3918,Avenue D & E 8 St,40.7239,-73.9758,0.06239163327229293445,-0.07127229796908451707
3570,35 Ave & 37 St,40.7557,-73.9237,0.07360747771646257863,-0.06112623187840088842
3785,W 42 St & 6 Ave,40.7550,-73.9860,0.07336058805888651728,-0.07325866791390165741
379,W 31 St & 7 Ave [temporarily removed],40.7492,-73.9920,0.07131493089611343752,-0.07442712082261762233
320,Leonard St & Church St,40.7190,-74.0070,0.06066340566926050500,-0.07734825309440753460
3822,Bushwick Ave & Forrest St,40.7008,-73.9364,0.05424427457228290990,-0.06359945720184968082
3786,Division St & Bowery,40.7142,-73.9967,0.05897044801731037003,-0.07534240893444512817
3826,Moffat St & Bushwick,40.6846,-73.9093,0.04853054249695120438,-0.05832194489748257263
3671,E 81 St & 2 Ave,40.7748,-73.9543,0.08034403837318082403,-0.06708534171285230947
3527,5 Ave & E 126 St,40.8070,-73.9417,0.09170096262167964612,-0.06463159060454878315
127,Barrow St & Hudson St,40.7317,-74.0067,0.06514268945671190377,-0.07728983044897173636
3998,W 135 St & Lenox Terrace Pl,40.8136,-73.9393,0.09402877939311108171,-0.06416420944106239719
3196,Riverview Park,40.7443,-74.0440,0.06958670329308100807,-0.08455371269815598489
3438,E 76 St & 3 Ave,40.7722,-73.9584,0.07942701964504116759,-0.06788378453380821882
3054,Greene Ave & Throop Ave,40.6895,-73.9421,0.05025877009998363383,-0.06470948746512984748
329,Greenwich St & North Moore St,40.7204,-74.0104,0.06115718498441262770,-0.07801037640934658139
3728,Pierrepont St & Monroe Pl,40.6954,-73.9934,0.05233969721383900806,-0.07469975983465134747
3503,Madison Ave & E 120 St,40.8030,-73.9430,0.09029016457838786698,-0.06488475540143724222
4017,E 138 St & 5 Av,40.8145,-73.9362,0.09434620895285173201,-0.06356050877155914865
3977,Prospect Ave & Longwood Ave,40.8190,-73.9020,0.09593335675155498355,-0.05690032719187814866
3523,24 Ave & 29 St,40.7729,-73.9161,0.07967390930261722894,-0.05964619152736066620
3404,7 St & 5 Ave,40.6705,-73.9854,0.04355747939434768290,-0.07314182262303006092
3112,Milton St & Franklin St,40.7291,-73.9590,0.06422567072857224733,-0.06800062982467981531
3212,Christ Hospital,40.7348,-74.0504,0.06623605794026303261,-0.08580006246745301413
3415,Prospect Pl & 6 Ave,40.6793,-73.9752,0.04666123508958959701,-0.07115545267821292057
3950,Brook Ave & E 141 St,40.8096,-73.9179,0.09261798134981930257,-0.05999672739997545567
3467,W Broadway & Spring Street,40.7249,-74.0017,0.06274433278311587923,-0.07631611969170843227
153,E 40 St & 5 Ave,40.7521,-73.9816,0.07233775947749997740,-0.07240180244750994981
507,E 25 St & 2 Ave,40.7400,-73.9800,0.06807009539654234549,-0.07209021500518569250
3289,W 90 St & Amsterdam Ave,40.7910,-73.9740,0.08605777044851252955,-0.07092176209646972759
419,Carlton Ave & Park Ave,40.6958,-73.9736,0.05248077701816818597,-0.07084386523588866327
3992,W 169 St & Fort Washington Ave,40.8428,-73.9421,0.10432760510914106944,-0.06470948746512984748
3041,Kingston Ave & Herkimer St,40.6789,-73.9414,0.04652015528526041910,-0.06457316795911298491
3674,Jay St & York St,40.7014,-73.9867,0.05445589427877667677,-0.07339498741991851999
3526,31 St & 23 Ave,40.7748,-73.9126,0.08034403837318082403,-0.05896459399727635333
3383,Cathedral Pkwy & Broadway,40.8042,-73.9670,0.09071340399137540072,-0.06955856703630110186
3379,E 103 St & Lexington Ave,40.7910,-73.9476,0.08605777044851252955,-0.06578056929811948198
532,S 5 Pl & S 5 St,40.7105,-73.9609,0.05766545982726547432,-0.06837063991243987087
3392,Commerce St & Van Brunt St,40.6812,-74.0086,0.04733136416015319211,-0.07765984053673179191
3107,Bedford Ave & Nassau Ave,40.7231,-73.9530,0.06210947366363457862,-0.06683217691596385040
259,South St & Whitehall St,40.7012,-74.0130,0.05438535437661208782,-0.07851670600312349952
519,Pershing Square North,40.7524,-73.9784,0.07244356933074686083,-0.07177862756286143519
3882,Norman St & Wyckoff Ave,40.6952,-73.9031,0.05226915731167441910,-0.05711454355847607556
3357,W 106 St & Amsterdam Ave,40.8008,-73.9664,0.08951422565457738845,-0.06944172174542950537
3603,31 Ave & 30 St,40.7647,-73.9240,0.07678177331386908170,-0.06118465452383668667
409,DeKalb Ave & Skillman St,40.6906,-73.9564,0.05064673956188887309,-0.06749430023090289719
3660,W 16 St & 8 Ave,40.7410,-74.0014,0.06842279490736529028,-0.07625769704627263402
3101,N 12 St & Bedford Ave,40.7220,-73.9560,0.06172150420172933935,-0.06741640337032183286
521,8 Ave & W 31 St N,40.7510,-73.9948,0.07194979001559473813,-0.07497239884668507262
3646,35 Ave & 10 St,40.7632,-73.9399,0.07625272404763466452,-0.06428105473193399368
324,DeKalb Ave & Hudson Ave,40.6899,-73.9810,0.05039984990431281174,-0.07228495715663835332
3808,24 St & 41 Ave,40.7525,-73.9400,0.07247883928182915531,-0.06430052894707925976
3944,Convent Ave & W 135 St,40.8182,-73.9510,0.09565119714289662772,-0.06644269261305852877
3492,E 118 St & Park Ave,40.8005,-73.9420,0.08940841580133050502,-0.06469001324998458140
249,Harrison St & Hudson St,40.7190,-74.0100,0.06066340566926050500,-0.07793247954876551706
2012,E 27 St & 1 Ave,40.7394,-73.9768,0.06785847569004857862,-0.07146704012053717788
255,NYCBS Depot - SSP,40.6468,-74.0165,0.03519850098784389148,-0.07919830353320781238
3910,Greene Ave & Grandview Ave,40.7097,-73.9079,0.05738330021860711849,-0.05804930588544884749
3589,Broadway & 12 St,40.7668,-73.9348,0.07752244228659726575,-0.06328786975952542351
3469,India St & West St,40.7318,-73.9600,0.06517795940779419825,-0.06819537197613247613
3308,Kane St & Clinton St,40.6862,-73.9965,0.04909486171426791603,-0.07530346050415459601
3178,Riverside Dr & W 78 St,40.7850,-73.9836,0.08394157338357486084,-0.07279128675041527145
3073,Division Ave & Hooper St,40.7069,-73.9544,0.05639574158830287309,-0.06710481592799757555
296,Division St & Bowery (old),40.7141,-73.9970,0.05893517806622807555,-0.07540083157988092642
3758,George St & Wilson Ave,40.7030,-73.9300,0.05502021349609338843,-0.06235310743255265158
418,Front St & Gold St,40.7022,-73.9826,0.05473805388743503260,-0.07259654459896261063
3099,Leonard St & Manhattan Ave,40.7215,-73.9490,0.06154515444631786696,-0.06605320831015320713
3715,Driggs Ave & N 9 St,40.7190,-73.9560,0.06066340566926050500,-0.06741640337032183286
3789,Fulton St & Irving Pl,40.6819,-73.9594,0.04757825381772925346,-0.06807852668526087964
3229,Marcy Ave & MacDonough St,40.6806,-73.9462,0.04711974445365942523,-0.06550793028608575684
3890,Grove St & Broadway,40.6905,-73.9235,0.05061146961080657861,-0.06108728344811035626
3848,Suydam St & Broadway,40.6954,-73.9322,0.05233969721383900806,-0.06278154016574850538
407,Henry St & Poplar St,40.7005,-73.9915,0.05413846471903602647,-0.07432974974689129192
3374,Central Park North & Adam Clayton Powell Blvd,40.8000,-73.9560,0.08923206604591903262,-0.06741640337032183286
3524,19 St & 24 Ave,40.7775,-73.9225,0.08129632705240277495,-0.06089254129665769544
3233,E 48 St & 5 Ave,40.7580,-73.9781,0.07441868659135535163,-0.07172020491742563695
443,Bedford Ave & S 9th St,40.7085,-73.9641,0.05696006080561958475,-0.06899381479708838549
387,Centre St & Chambers St,40.7127,-74.0046,0.05844139875107595285,-0.07688087193092114864
3111,Norman Ave & Leonard St - 2,40.7258,-73.9506,0.06306176234285652954,-0.06636479575247746444
3168,Central Park West & W 85 St (old),40.7850,-73.9710,0.08394157338357486084,-0.07033753564211174514
3133,E 67 St & Park Ave,40.7674,-73.9649,0.07773406199309103262,-0.06914960851825051414
3105,N 15 St & Wythe Ave,40.7241,-73.9557,0.06246217317445752340,-0.06735798072488603461
2005,Railroad Ave & Kay Ave,40.7053,-73.9710,0.05583142237098616144,-0.07033753564211174514
3957,E 144 St & Brook Ave,40.8117,-73.9170,0.09335865032254748661,-0.05982145946366806094
3608,5 St & 51 Ave,40.7424,-73.9566,0.06891657422251741298,-0.06753324866119342935
526,E 33 St & 5 Ave,40.7490,-73.9860,0.07124439099394884856,-0.07325866791390165741
3132,E 59 St & Madison Ave,40.7640,-73.9711,0.07653488365629302035,-0.07035700985725701122
3841,Menahan St & Central Ave,40.6954,-73.9196,0.05233969721383900806,-0.06032778905744497906
3263,Cooper Square & E 7 St,40.7310,-73.9920,0.06489579979913584242,-0.07442712082261762233
393,E 5 St & Avenue C,40.7230,-73.9800,0.06207420371255228414,-0.07209021500518569250
524,W 43 St & 6 Ave,40.7553,-73.9832,0.07346639791213340071,-0.07271338988983420712
3311,Columbia St & Kane St,40.6890,-74.0016,0.05008242034457216143,-0.07629664547656316618
312,Allen St & Stanton St,40.7221,-73.9891,0.06175677415281163383,-0.07386236858340490595
3809,W 55 St & 6 Ave,40.7632,-73.9785,0.07625272404763466452,-0.07179810177800670128
3666,32 St & 30 Ave,40.7664,-73.9206,0.07738136248226808783,-0.06052253120889763988
498,Broadway & W 32 St,40.7485,-73.9881,0.07106804123853737617,-0.07366762643195224513
3705,Thompson St & Bleecker St,40.7284,-73.9997,0.06397878107099618598,-0.07592663538880311063
3920,E 132 St & Madison Ave,40.8102,-73.9372,0.09282960105631306944,-0.06375525092301180947
494,W 26 St & 8 Ave,40.7473,-73.9980,0.07064480182554984243,-0.07559557373133358724
469,Broadway & W 53 St,40.7634,-73.9827,0.07632326394979925347,-0.07261601881410787671
3689,W 104 St & Amsterdam Ave,40.7990,-73.9665,0.08887936653509608784,-0.06946119596057477145
3300,Prospect Park West & 8 St,40.6651,-73.9770,0.04165290203590378106,-0.07150598855082771005
3860,Wilson Ave & Troutman St,40.7017,-73.9275,0.05456170413202356021,-0.06186625205392099953
3571,Bedford Ave & Bergen St,40.6764,-73.9529,0.04563840650820305714,-0.06681270270081858432
317,E 6 St & Avenue B,40.7245,-73.9819,0.06260325297878670132,-0.07246022509294574806
3916,Pearl St & Peck Slip,40.7085,-74.0028,0.05696006080561958475,-0.07653033605830635917
488,W 39 St & 9 Ave,40.7565,-73.9937,0.07388963732512093445,-0.07475818248008714572
360,William St & Pine St,40.7072,-74.0089,0.05650155144154975653,-0.07771826318216759016
463,9 Ave & W 16 St,40.7421,-74.0044,0.06881076436927052954,-0.07684192350063061648
476,E 31 St & 3 Ave,40.7439,-73.9800,0.06944562348875183016,-0.07209021500518569250
3057,Kosciuszko St & Tompkins Ave,40.6920,-73.9452,0.05114051887704099579,-0.06531318813463309602
3912,MTL-AOS-5.1,40.7903,-73.9597,0.08581088079093646820,-0.06813694933069667789
3525,23 Ave & 27 St,40.7762,-73.9153,0.08083781768833294673,-0.05949039780619853754
3428,8 Ave & W 16 St,40.7410,-74.0017,0.06842279490736529028,-0.07631611969170843227
3688,2 Ave & E 55 St,40.7579,-73.9664,0.07438341664027305715,-0.06944172174542950537
3727,Frost St & Meeker Ave,40.7178,-73.9488,0.06024016625627297126,-0.06601425987986267497
224,Spruce St & Nassau St,40.7115,-74.0055,0.05801815933808841911,-0.07705613986722854338
3499,2 Ave & E 122 St,40.8007,-73.9349,0.08947895570349509397,-0.06330734397467068959
3539,W 116 St & Amsterdam Ave,40.8068,-73.9620,0.09163042271951505717,-0.06858485627903779777
318,E 43 St & Vanderbilt Ave,40.7532,-73.9780,0.07272572893940521666,-0.07170073070228037087
3960,Hamilton Pl & W 140 St,40.8228,-73.9513,0.09727361489268217373,-0.06650111525849432701
3572,34 Ave & 38 St,40.7569,-73.9216,0.07403071712945011237,-0.06071727336035030070
3210,Pershing Field,40.7427,-74.0518,0.06902238407576429641,-0.08607270147948673927
3405,5 St & 6 Ave,40.6705,-73.9821,0.04355747939434768290,-0.07249917352323628022
442,W 27 St & 7 Ave,40.7466,-73.9939,0.07039791216797378108,-0.07479713091037767788
354,Emerson Pl & Myrtle Ave,40.6950,-73.9622,0.05219861740950983015,-0.06862380470932832993
3919,Wall St & South St,40.7044,-74.0064,0.05551399281124551113,-0.07723140780353593811
479,9 Ave & W 45 St,40.7610,-73.9920,0.07547678512382418599,-0.07442712082261762233
293,Lafayette St & E 8 St,40.7310,-73.9920,0.06489579979913584242,-0.07442712082261762233
3739,Perry St & Greenwich Ave,40.7359,-74.0009,0.06662402740216827187,-0.07616032597054630361
3790,Henry St & Middagh St,40.7003,-73.9916,0.05406792481687143751,-0.07434922396203655800
3419,Douglass St & 4 Ave,40.6793,-73.9815,0.04666123508958959701,-0.07238232823236468373
3680,E 43 St & 5 Ave,40.7550,-73.9803,0.07336058805888651728,-0.07214863765062149075
3692,5 St & Market St,40.7000,-73.9744,0.05396211496362455407,-0.07099965895705079192
495,W 47 St & 10 Ave,40.7627,-73.9930,0.07607637429222319212,-0.07462186297407028314
3198,Heights Elevator,40.7487,-74.0404,0.07113858114070196513,-0.08385264095292640594
3562,Classon Ave & St Marks Ave,40.6765,-73.9596,0.04567367645928535161,-0.06811747511555141181
