period,start_station_id,no_trips
201911,303,3011
201909,295,3008
202002,327,3007
201911,412,3004
201907,3166,2999
201908,393,2997
202003,3263,2996
201909,351,2996
202002,529,2986
202002,514,2984
201909,3507,2983
202003,517,2982
201909,224,2978
201907,3747,2977
201910,3171,2976
202003,472,2975
201907,3697,2975
201906,398,2974
202001,3680,2974
201911,3798,2971
202002,312,2970
201911,3140,2968
201911,195,2966
202001,515,2965
201909,320,2964
202001,2021,2964
201912,3164,2963
201908,3715,2961
201912,509,2958
202002,350,2957
201908,3699,2956
201910,3161,2955
202003,465,2954
201911,72,2954
201910,349,2953
201909,337,2952
202003,3664,2952
202005,3147,2950
202001,3746,2950
201906,3143,2950
202005,336,2949
202005,490,2949
201911,485,2945
201907,513,2943
201909,2017,2943
202001,3686,2943
201906,3156,2942
201911,540,2941
201908,427,2941
202005,432,2940
202003,445,2938
201911,3467,2938
201908,3112,2937
202002,301,2936
201906,500,2934
201911,377,2934
201909,3177,2932
202002,458,2928
202005,3521,2927
201907,3709,2926
201907,3314,2924
202002,223,2924
201911,3463,2923
201908,316,2922
201907,369,2921
201907,3712,2921
202003,494,2916
201906,513,2913
201912,173,2913
201909,393,2913
201911,533,2911
201909,3749,2910
201911,3259,2909
202003,491,2907
201908,3171,2907
201911,536,2905
201907,3173,2905
201910,3725,2903
202005,3173,2903
201907,259,2902
201909,3232,2900
201908,337,2900
202001,403,2900
201908,267,2899
201910,3749,2898
202003,173,2898
201910,3305,2898
202001,3260,2898
202003,116,2897
202002,438,2896
201908,146,2894
201909,427,2892
202003,380,2891
201909,362,2891
201906,3733,2890
201907,3715,2888
202003,127,2887
201911,383,2886
202001,495,2885
202002,501,2885
201907,217,2883
201910,2002,2882
202003,3167,2882
201909,522,2882
201907,228,2882
201908,398,2880
201906,3301,2876
201907,351,2875
201907,295,2874
201910,3737,2869
202002,3002,2867
202005,515,2865
201906,3171,2863
202003,151,2862
202002,3686,2862
201906,3360,2862
201907,3232,2861
201909,3423,2861
201908,362,2861
201911,265,2857
201906,3747,2857
202002,3233,2853
201910,411,2852
201909,398,2849
202002,3799,2845
201907,3440,2844
202005,411,2843
201907,3132,2843
201906,369,2843
202002,450,2842
202002,3244,2840
201908,3749,2839
201912,545,2836
202005,311,2836
202003,297,2835
201912,326,2835
202001,3809,2832
201912,426,2832
202001,483,2832
201910,3507,2831
201911,387,2830
201908,3521,2830
202004,499,2829
202003,327,2825
202003,482,2820
202001,361,2820
201912,478,2816
202002,526,2815
202001,311,2813
202003,237,2813
202001,281,2813
202002,3260,2812
201909,464,2812
202001,174,2812
201912,3141,2811
201911,280,2811
202005,293,2808
201912,3167,2807
201908,3129,2806
201908,3507,2806
201908,266,2805
201912,474,2804
202005,3160,2803
201907,3160,2802
201910,3360,2801
202001,531,2800
201907,3171,2798
202002,3708,2797
202001,487,2796
201910,332,2794
201906,3349,2793
202001,401,2793
201906,3440,2792
202003,447,2792
201908,295,2792
202002,403,2791
201912,479,2788
202002,3746,2785
202003,2006,2784
201912,3656,2783
201911,440,2783
201909,3119,2782
201912,317,2782
201907,3360,2781
202005,3746,2781
201909,3129,2781
202002,2021,2777
201910,362,2777
201908,3232,2777
202003,462,2777
202001,3709,2776
201912,250,2775
201908,3423,2773
201910,376,2772
202002,405,2772
201911,319,2771
201911,3709,2770
201911,539,2770
201911,164,2770
201907,337,2770
202004,3687,2770
202005,251,2768
201911,3156,2768
201907,393,2767
202001,3142,2766
202003,476,2762
201909,3283,2759
201911,3175,2757
202001,3708,2756
201906,3314,2755
202001,257,2754
201906,3160,2754
201908,3092,2754
202003,545,2752
201911,3142,2751
202003,489,2749
201906,3712,2747
201907,427,2744
201907,3156,2743
202003,72,2743
201906,3715,2743
202002,307,2742
201909,323,2740
201906,259,2739
202002,447,2738
202001,254,2737
202002,530,2737
202003,496,2737
201907,3092,2737
202005,127,2736
201908,3440,2735
201911,500,2734
202005,385,2734
201909,3314,2734
201912,237,2732
201911,410,2726
201911,417,2725
201908,3107,2723
201907,146,2721
201912,482,2719
202005,453,2719
202005,536,2718
201906,146,2716
201908,3314,2712
202005,3156,2710
201912,453,2709
201912,445,2708
201910,3372,2707
202001,388,2706
202003,530,2706
201907,3129,2706
201912,476,2706
202002,525,2705
202003,479,2703
201907,3749,2702
201910,3283,2701
201910,3810,2700
202002,367,2699
202001,448,2699
201909,3107,2699
201906,3129,2698
201910,3112,2696
202001,2006,2696
201912,466,2692
201909,3402,2692
201912,380,2692
202005,327,2692
202003,432,2686
201911,3256,2684
201907,267,2684
201907,3734,2681
201909,79,2679
201911,3301,2677
202001,533,2670
201909,415,2670
201912,439,2668
201909,266,2666
201909,360,2666
202003,326,2666
201911,3093,2665
201908,331,2662
201908,332,2661
201912,450,2661
201910,228,2661
202005,326,2660
202003,450,2660
202005,305,2658
201909,3108,2657
202005,315,2653
201909,3323,2653
202003,128,2651
201907,389,2650
201912,462,2647
201906,3402,2645
202001,212,2644
201906,393,2643
202001,3463,2642
201911,296,2641
201909,392,2641
201909,239,2641
201910,464,2637
201906,351,2635
201911,3295,2634
201911,456,2634
201910,3715,2629
201909,3318,2627
202005,3367,2626
202001,3140,2625
201912,529,2625
201908,3177,2624
201906,295,2624
201909,391,2623
201907,3372,2621
202001,484,2620
202005,297,2619
201909,330,2618
202003,229,2618
202005,307,2616
202002,281,2616
201911,247,2615
201906,481,2613
201908,79,2612
202002,515,2610
202003,439,2609
201910,266,2608
202002,3709,2605
201909,467,2603
202002,311,2603
201909,331,2602
201909,302,2601
202002,3809,2601
202003,486,2601
201908,386,2601
201907,331,2601
202001,251,2599
201909,3092,2598
201907,3507,2597
201906,427,2594
202005,151,2594
202001,470,2593
202001,305,2592
201910,295,2592
202001,536,2590
201912,458,2590
201908,3139,2589
201911,3429,2588
201911,2006,2587
202002,361,2587
202004,2008,2586
201908,3161,2584
201912,350,2583
201906,3232,2583
202002,495,2580
201908,323,2580
202005,422,2579
202003,168,2577
201906,3226,2577
201910,2017,2576
202001,385,2576
201907,320,2576
201909,481,2576
202001,546,2575
201912,127,2573
201908,2009,2572
201906,79,2571
201908,481,2571
202001,500,2569
202002,254,2569
201911,3733,2569
201910,146,2567
201911,3697,2567
201907,3226,2566
202005,438,2564
202001,72,2562
202002,3680,2561
202005,3725,2561
202001,195,2559
201906,522,2558
201910,320,2557
202005,332,2557
201907,3402,2556
201908,3155,2555
201907,3107,2555
201908,320,2554
201909,308,2553
201912,334,2550
201912,236,2549
201910,3170,2549
201908,3372,2549
201912,438,2548
202005,494,2544
201908,3119,2543
202003,474,2543
201907,316,2541
202003,367,2540
201906,3699,2540
202003,453,2540
201906,3521,2539
201911,150,2538
202001,161,2538
201912,514,2536
202003,3140,2535
201910,3160,2535
202005,450,2534
201906,3372,2531
202001,3429,2530
202005,3799,2529
202005,3354,2528
202003,3443,2527
202001,3259,2526
201908,3725,2526
201912,513,2525
201906,391,2525
201907,323,2525
201910,393,2524
201910,2000,2523
202002,401,2520
201906,3092,2519
202002,487,2517
202005,3599,2517
202003,3746,2517
201911,3147,2517
202001,3718,2516
201909,282,2516
201907,3113,2516
201910,3177,2512
202001,325,2511
201912,72,2508
201907,302,2508
201909,3734,2507
201908,3318,2507
201907,2009,2505
201911,522,2505
202002,448,2505
202003,3165,2504
201908,3349,2504
202001,394,2503
201911,328,2502
201908,3402,2502
201909,3367,2501
202001,539,2501
201911,3283,2501
201909,3110,2500
202005,238,2500
201907,3699,2499
202003,236,2497
202003,250,2496
201906,3749,2496
202005,173,2493
202003,281,2490
202005,477,2490
201909,3712,2489
202003,334,2484
201909,3148,2483
201911,252,2479
201909,2009,2479
201908,3734,2479
202001,520,2479
202003,3142,2478
201910,351,2478
201910,3457,2477
201909,276,2477
201909,3305,2476
201912,3233,2475
201912,128,2474
202005,3461,2474
201909,3486,2473
202005,3301,2472
201909,455,2470
201912,312,2468
202001,540,2465
202002,470,2465
202003,3799,2465
201910,3314,2464
201909,389,2463
201911,3235,2463
202001,469,2463
201907,239,2462
201908,3132,2462
201911,346,2461
201910,323,2461
201908,3226,2460
202001,440,2459
202001,3798,2455
202003,317,2454
202005,3919,2453
201906,389,2453
201908,3367,2452
202004,358,2452
202002,174,2452
202005,236,2451
201908,3486,2450
201906,228,2450
202004,532,2449
201911,3161,2448
201910,224,2447
201912,526,2447
202002,3140,2445
202005,439,2445
202001,2012,2444
201911,355,2444
202002,540,2444
202002,212,2444
201906,3486,2443
202005,3699,2443
201909,3690,2442
201909,3170,2442
201906,3170,2442
201908,264,2442
202003,312,2441
202005,480,2441
201910,3440,2440
202001,502,2440
201906,320,2439
201906,239,2439
201906,366,2439
201906,3107,2439
202001,319,2437
202002,3905,2437
201912,2021,2434
202002,385,2433
201910,3166,2433
202003,301,2432
201910,259,2431
201912,487,2431
201911,3409,2431
202001,268,2429
201912,223,2429
202005,116,2429
202001,3158,2429
201908,224,2428
201907,3161,2427
202005,398,2424
201911,3461,2424
201912,394,2423
202005,401,2423
201907,3155,2423
201907,3486,2422
201907,266,2421
202005,259,2420
202003,3656,2418
202005,472,2418
202002,410,2417
202005,458,2414
202003,532,2414
201907,3177,2413
202001,150,2412
201908,392,2410
201912,493,2409
201909,3320,2409
201907,79,2408
201912,515,2408
202002,531,2406
201909,3350,2406
201909,3086,2403
202001,387,2401
202003,466,2398
201906,323,2396
201910,360,2395
201912,167,2394
201912,3664,2393
202001,412,2391
202002,388,2391
201911,267,2390
201908,360,2389
201912,307,2389
202001,410,2388
201908,302,2388
201908,282,2386
201906,524,2385
201908,3283,2385
201909,3118,2385
201908,3096,2385
202005,519,2384
201911,532,2383
202001,422,2383
201906,302,2383
201911,3171,2383
201907,3170,2383
202005,312,2379
201911,3799,2378
201908,308,2378
202003,405,2377
201908,3320,2377
201906,3318,2376
201907,3318,2375
202003,167,2375
201907,332,2375
201906,316,2373
201908,330,2373
201907,3367,2371
201910,3521,2371
202005,334,2371
201906,467,2370
201910,239,2370
202004,497,2369
201907,3521,2367
202004,504,2364
201908,239,2364
201908,389,2362
201908,3305,2361
201907,3725,2361
201911,455,2361
201908,3108,2360
202002,251,2360
201906,3177,2360
202001,485,2360
201910,3148,2359
202001,3724,2359
202001,336,2358
202005,3244,2358
202002,3259,2357
202001,417,2357
202005,470,2356
202003,401,2356
201907,3119,2355
202003,515,2353
201906,337,2352
202002,257,2352
202003,448,2352
201909,342,2352
202005,3656,2352
201908,3110,2351
202002,539,2351
201911,309,2351
201912,503,2350
202005,508,2349
201908,415,2348
202002,536,2347
202005,491,2346
201910,3374,2345
201909,264,2344
201912,281,2343
201906,3507,2342
201912,530,2341
202004,3711,2341
201906,3113,2340
202002,3718,2340
201909,3096,2340
201912,403,2339
202003,307,2338
201909,340,2338
202003,2008,2337
201909,341,2336
201912,3708,2335
202001,3165,2332
201909,143,2331
202003,311,2331
202005,489,2330
201906,3119,2329
201909,3113,2328
201908,3113,2328
202002,484,2328
201909,386,2327
201906,332,2326
202001,493,2324
201912,161,2321
201912,361,2320
202001,3360,2320
201906,454,2319
201908,3148,2318
201912,3788,2318
201906,3725,2318
201910,3119,2318
201912,501,2318
201910,302,2317
202005,3096,2316
201909,471,2315
201911,3674,2312
201907,3283,2312
201907,415,2312
201907,264,2311
201912,301,2308
201910,79,2308
201911,460,2308
202001,265,2307
202001,508,2307
201908,471,2307
202001,513,2305
202002,493,2305
201909,3362,2304
202004,3137,2303
202005,346,2302
202002,3142,2301
202002,546,2300
202005,405,2299
201912,401,2299
201907,360,2299
201911,3236,2299
202003,438,2299
202005,317,2297
202002,2006,2297
202002,533,2296
201911,3282,2295
202002,480,2294
201911,3725,2293
201911,3137,2290
201908,3690,2288
202002,195,2287
201907,3118,2286
202002,335,2286
201908,3118,2286
201906,3110,2286
202001,3244,2284
201907,386,2283
202002,325,2282
202005,3305,2282
202004,435,2280
201909,274,2279
202001,164,2279
202003,495,2279
201910,3129,2278
202005,361,2278
202004,2006,2277
201911,3749,2277
201910,3092,2275
201909,3349,2274
201910,480,2272
201908,467,2270
201910,3173,2268
202005,301,2267
202002,3158,2267
202005,487,2267
201911,3170,2265
202005,3175,2264
202003,483,2262
201912,3718,2262
201912,531,2261
202002,502,2260
202003,3244,2260
201910,3232,2259
201907,308,2259
201912,3686,2259
202002,305,2258
202001,455,2257
201906,3709,2256
201911,349,2256
201910,467,2256
201906,331,2255
201908,250,2254
202004,350,2253
201911,369,2252
202005,3331,2251
201907,3108,2250
201906,3161,2250
201911,304,2249
202002,485,2249
202003,458,2248
201912,3260,2248
201907,398,2247
201908,391,2246
202003,223,2244
202005,3148,2242
202005,167,2242
201908,3170,2241
202002,265,2239
202001,3159,2239
202003,361,2239
201907,330,2239
202002,394,2235
201906,3734,2234
202003,525,2234
201908,3350,2234
202003,3260,2232
202001,347,2232
202005,247,2232
202005,3744,2230
201906,3155,2230
201911,434,2229
202005,3259,2228
201907,224,2228
201907,391,2227
202003,3137,2227
202003,3724,2224
201909,3078,2224
201910,423,2223
202005,492,2222
201910,337,2221
202003,3168,2221
202003,503,2219
202004,368,2219
201909,3286,2219
202003,3686,2219
201912,305,2218
202005,410,2218
201911,3360,2217
201907,2017,2216
201909,3082,2215
202001,3712,2215
202002,2012,2212
202002,268,2212
202003,422,2212
201910,3318,2212
201906,3367,2212
201907,3110,2212
202002,150,2211
201906,3096,2211
202002,469,2207
201910,3350,2206
201912,3002,2204
202003,385,2202
201907,516,2202
201906,3354,2202
201908,2017,2201
202005,3288,2201
202003,3709,2201
202004,402,2200
202005,423,2200
201906,3320,2198
201910,308,2198
201908,3323,2196
201907,467,2195
202002,72,2193
202001,3093,2193
201906,3283,2193
201906,415,2193
201910,3402,2192
202003,3163,2191
201906,3305,2189
201911,3132,2187
201912,327,2187
201912,3244,2186
201908,516,2186
201906,2009,2185
201906,471,2185
202002,3463,2185
201906,3108,2184
201906,330,2184
202002,3429,2183
201910,3328,2183
201906,3350,2183
201911,238,2182
202005,3255,2181
202003,161,2181
202005,3437,2180
202003,3282,2180
201909,3288,2179
202005,442,2179
201911,393,2178
201910,264,2177
201910,356,2177
202001,247,2175
202001,480,2172
201912,536,2172
201908,270,2172
202002,422,2170
201909,3169,2170
201909,3139,2170
202001,3467,2169
201910,3486,2169
201907,143,2167
202001,303,2167
201912,254,2167
202002,3724,2166
201908,3169,2166
202001,383,2166
202005,3236,2164
202005,502,2163
202003,315,2160
201912,484,2159
201907,3086,2156
201907,471,2155
201909,3356,2154
201910,331,2154
201907,376,2152
201911,454,2152
201911,315,2151
202001,346,2151
201910,3747,2150
202001,3156,2149
201908,340,2148
202003,3259,2148
201911,228,2147
202005,3372,2146
201907,3096,2146
202002,520,2145
202001,280,2145
201909,3534,2144
201912,405,2144
202001,3163,2143
201912,3809,2143
201906,3362,2141
201906,3148,2140
201906,363,2139
202002,440,2139
202001,309,2138
201909,534,2138
201911,473,2138
201906,3101,2137
201910,217,2137
201911,3134,2136
201907,3349,2135
201908,3134,2135
201910,3367,2134
201912,3140,2134
202004,501,2133
201912,311,2133
201907,3134,2132
201908,3362,2131
201912,3799,2131
202001,3175,2131
201910,3110,2130
201906,3086,2129
202005,3749,2128
201909,3101,2128
202005,3726,2128
201911,411,2126
201910,340,2126
202003,3147,2125
201910,415,2125
201912,3680,2125
201906,143,2123
201908,3101,2120
201909,3351,2119
201907,3169,2118
201910,3107,2117
202003,508,2117
202002,3165,2115
202005,3735,2113
201906,282,2113
201906,3418,2113
201911,2008,2112
202001,377,2112
202002,3798,2110
201910,342,2110
201907,3305,2109
202004,468,2108
201909,406,2108
201912,174,2107
201908,3086,2106
202003,251,2106
201907,282,2106
201909,3151,2106
202002,280,2105
202002,412,2105
202005,474,2105
202003,470,2103
201912,3699,2102
202002,164,2101
201909,314,2100
201907,3101,2100
202003,347,2100
201906,264,2099
202005,3360,2099
201906,3169,2098
201911,363,2097
201912,3798,2096
201906,266,2095
202003,540,2094
202003,3708,2094
202002,319,2094
202003,529,2093
202004,285,2093
202005,3136,2093
202003,3301,2092
201909,356,2092
202002,508,2092
202003,2012,2091
201911,3507,2088
202003,3461,2087
201909,324,2087
201910,392,2086
201911,2017,2086
202003,487,2085
201909,3087,2083
202001,522,2083
201908,3082,2082
201911,3472,2081
202005,3263,2081
201908,534,2079
201907,392,2078
201907,340,2078
202001,369,2078
202005,2002,2077
202002,3093,2077
202003,3233,2077
201907,3320,2075
201910,3690,2075
201912,325,2075
201910,481,2075
201910,3671,2074
202005,455,2073
201909,249,2073
202005,265,2073
202002,500,2073
202005,3697,2073
202001,328,2073
201909,366,2071
201909,399,2071
201908,3351,2069
201908,3526,2069
201910,516,2068
202001,411,2067
201909,376,2067
201912,3709,2066
202004,509,2065
201908,3136,2065
201910,3658,2064
202004,3641,2064
201910,3356,2064
202004,3165,2062
201906,3416,2061
202005,3226,2061
202005,2000,2060
202004,478,2060
202002,347,2060
202005,3783,2059
201910,143,2059
202003,195,2059
201912,2012,2058
201906,3118,2058
202003,502,2057
201909,291,2057
201908,324,2057
201908,3457,2057
201912,385,2056
202003,412,2056
202002,3301,2056
202001,355,2054
202004,3002,2053
202002,3163,2053
202003,254,2053
202001,3461,2053
202003,305,2052
201909,3804,2052
201910,3734,2052
201911,3737,2051
201911,2002,2048
201909,321,2047
201909,3658,2047
201911,3143,2046
202004,447,2045
202003,536,2044
201907,3116,2043
202002,455,2042
202002,387,2041
201906,392,2039
201907,3148,2039
201910,341,2038
202003,410,2037
201906,406,2036
201909,3162,2036
201910,330,2035
202005,3351,2035
202001,3697,2034
202005,3336,2034
201907,3350,2031
201908,3288,2031
202003,2021,2031
201910,3376,2026
201908,342,2026
202003,539,2025
202001,3171,2025
201912,3746,2024
202003,3175,2024
202001,3256,2024
202004,446,2023
201908,143,2023
201911,3372,2021
201906,2017,2021
202004,528,2019
201910,389,2019
201910,391,2018
202005,546,2018
201910,2009,2018
201912,3142,2017
202005,3350,2017
201910,427,2017
201912,3443,2017
202002,3712,2017
201909,408,2016
201906,321,2015
202005,403,2015
202004,3163,2014
202004,3435,2013
202003,480,2012
202005,3323,2009
201912,3158,2008
202005,483,2006
202005,466,2005
202005,3318,2005
202004,3881,2004
202001,3235,2003
202001,3147,2002
201912,525,2001
201910,276,2001
202002,417,2001
201908,3087,2000
202003,363,2000
201906,386,1999
202003,3016,1998
202002,3744,1998
202001,456,1998
201909,3346,1997
202004,3168,1997
201907,3323,1997
201910,366,1996
202003,3809,1995
202005,539,1995
202002,3360,1994
201906,342,1992
202002,423,1992
202003,403,1992
201912,251,1991
201909,3178,1990
201908,276,1989
201908,3721,1988
201906,224,1986
201908,3178,1986
201906,308,1984
202005,3734,1984
201912,2006,1982
202003,3156,1981
202005,3383,1981
201907,274,1981
201911,3016,1980
201908,376,1980
201912,546,1979
202005,383,1976
201909,3416,1976
202001,335,1975
201906,360,1974
202004,3140,1973
201912,3259,1971
201910,3162,1971
201912,367,1971
201907,3416,1971
201906,3323,1971
201912,470,1970
201909,3671,1969
202005,3112,1969
201908,3416,1968
202001,3409,1967
201910,274,1967
201910,3294,1966
201907,390,1965
201907,3162,1964
201906,3690,1963
201908,408,1963
201906,340,1963
202003,387,1963
202001,3301,1963
202001,3744,1961
202002,3147,1961
202005,2021,1961
202003,526,1960
201908,321,1959
202002,3461,1957
201906,324,1957
201907,324,1956
202001,434,1954
201908,3151,1954
201912,412,1954
201907,3362,1953
201908,291,1952
201906,3288,1952
202002,3171,1951
202005,3709,1951
201908,3085,1950
202002,513,1949
201907,321,1949
201910,3151,1947
202005,454,1947
201912,3463,1947
201909,339,1946
202001,3168,1946
201912,257,1945
202001,3733,1944
201912,533,1943
201912,456,1941
201912,335,1941
201906,3346,1941
201907,342,1941
202002,309,1940
202001,228,1940
201910,324,1939
202003,325,1937
201911,3314,1937
201907,3136,1937
201906,3178,1937
201909,3721,1933
201907,291,1932
201907,339,1932
201912,195,1929
202001,3283,1929
201912,469,1929
201909,3376,1929
202002,303,1929
202003,3744,1928
201906,376,1928
202001,464,1926
201909,390,1925
202001,532,1925
201906,3162,1924
202003,394,1923
201909,3538,1922
201910,291,1922
202003,304,1922
201912,502,1921
201912,336,1921
201911,302,1920
201906,274,1920
202004,3282,1919
201908,3346,1919
202005,465,1919
201907,3151,1919
202002,3409,1918
201908,339,1917
202005,250,1916
201906,534,1916
201911,295,1916
201910,282,1915
202003,212,1913
201910,471,1911
202005,254,1911
202003,485,1910
201911,367,1910
201912,540,1910
201909,3368,1910
202004,3016,1910
201912,3159,1910
201912,268,1910
201912,448,1909
202001,267,1909
201912,520,1909
202005,513,1909
201909,3287,1908
201908,3553,1904
202002,383,1904
202001,295,1902
202004,2012,1902
202005,3809,1901
201908,274,1901
201907,534,1901
201911,3715,1899
202002,346,1898
202005,369,1897
201906,3351,1897
202002,3156,1895
201912,388,1895
201908,3078,1894
201910,3145,1894
202005,282,1893
202005,3158,1893
201910,386,1893
201912,483,1891
201908,390,1889
201910,3231,1889
201909,3378,1889
202003,531,1889
201906,3087,1889
202003,150,1888
202005,3718,1885
202002,3697,1885
202004,2003,1885
201909,3382,1884
202003,3295,1884
201906,516,1884
201911,3350,1884
201912,303,1883
201912,3301,1883
201908,3383,1882
201908,3508,1881
202001,423,1881
201908,3162,1880
202005,3169,1880
201912,539,1879
202005,195,1878
201906,3116,1878
202001,3905,1878
202004,518,1876
201909,3383,1875
201909,3508,1874
201907,3721,1874
202003,3718,1873
201907,3087,1873
202005,3815,1873
202005,347,1872
201906,3078,1871
201912,422,1869
202002,369,1868
202003,411,1868
201910,3154,1868
202005,349,1867
202002,328,1866
202002,434,1865
202001,3699,1865
201912,150,1864
201910,3349,1863
201908,3671,1862
201909,3547,1860
202002,3175,1860
201906,157,1859
202005,526,1859
201909,157,1857
202002,3159,1857
201910,3108,1857
201908,341,1857
201907,3082,1856
202005,3292,1856
201907,3288,1856
201907,3383,1856
201908,314,1856
201908,399,1855
201908,406,1855
202003,3423,1855
202002,355,1854
201909,3135,1854
201911,3328,1854
201911,279,1852
202005,304,1852
201910,3287,1851
202005,3686,1850
201909,3076,1849
201911,464,1849
201912,3429,1848
201908,310,1845
202004,495,1844
202001,3440,1844
201908,3286,1843
201910,3139,1843
201911,3168,1842
201909,3290,1842
201909,3364,1842
201912,212,1842
201910,3323,1841
201910,314,1841
202004,281,1841
202002,247,1840
202004,3423,1840
202001,252,1840
201907,3534,1839
202004,482,1839
202003,3166,1838
202003,546,1838
201910,3539,1837
202001,3674,1837
201909,3115,1837
201910,321,1837
201908,3331,1837
202002,460,1833
202004,3164,1832
202003,174,1832
202001,3737,1832
202003,469,1831
201910,534,1831
201912,440,1831
202001,349,1831
201912,319,1830
201909,3085,1830
201909,3336,1829
202004,380,1829
201912,3467,1829
201911,316,1825
201906,3286,1824
202001,302,1824
202005,3151,1823
201909,3285,1823
202005,280,1823
201907,314,1822
201912,3360,1821
201911,3440,1820
201909,83,1819
201907,310,1819
202003,265,1818
202002,522,1818
202003,3697,1818
202002,3467,1817
201910,3113,1817
202004,445,1816
201906,3331,1816
201906,276,1815
201909,310,1815
201906,314,1815
201906,291,1814
201911,320,1814
201909,3100,1814
202003,388,1813
202001,3472,1813
202005,223,1813
201911,362,1810
201910,3086,1810
201909,3497,1809
201906,3151,1809
201909,3335,1808
202001,238,1807
201909,313,1807
201906,3547,1807
201906,3497,1807
201907,406,1807
201910,398,1806
201907,3526,1805
201906,390,1804
202005,3283,1804
201907,276,1803
201908,3593,1801
201906,3671,1801
202001,315,1801
202003,3158,1800
201908,3172,1800
201906,3082,1798
201909,3154,1798
201907,270,1798
201912,387,1798
202003,3735,1798
202001,393,1797
201911,502,1796
201909,3172,1796
201908,3547,1795
202003,349,1794
201912,3093,1793
201908,3116,1793
201909,3307,1792
202005,328,1792
202003,309,1790
202003,3680,1790
201909,3453,1788
201912,500,1787
201909,3292,1787
201911,342,1786
202001,3137,1786
201906,3382,1782
201907,3508,1782
201909,3116,1782
201912,265,1782
202005,3664,1781
202005,325,1781
201910,3804,1781
201907,83,1781
202002,3168,1778
201912,3175,1778
201906,408,1777
202003,423,1776
202002,532,1775
201910,339,1774
202003,247,1774
201912,296,1773
202003,346,1773
201909,3106,1772
201906,3584,1771
201912,455,1770
201912,3733,1767
202001,460,1767
201906,3139,1767
202002,3256,1767
201910,408,1765
201907,157,1764
202003,3360,1764
201906,258,1763
202005,252,1763
201910,3118,1761
202005,150,1761
201906,3553,1760
201910,3135,1759
201907,3346,1758
202003,336,1758
201909,3328,1758
202002,3235,1758
201906,3558,1757
201909,3593,1757
202003,238,1755
201907,3553,1755
201906,3534,1755
201912,383,1755
201906,414,1755
201910,83,1754
202002,3283,1754
201908,3534,1754
202004,387,1753
202003,513,1753
201908,83,1753
201912,485,1753
201907,3178,1752
201908,313,1750
201908,3285,1750
202005,3740,1750
201910,3416,1749
201910,3096,1749
202005,486,1748
201912,508,1747
202002,252,1747
201908,3124,1747
202005,3260,1747
201910,3285,1746
201912,495,1745
202005,3124,1745
202005,525,1743
201911,2000,1743
202004,3374,1743
201907,3690,1742
202002,456,1742
201909,3526,1742
201909,3242,1741
202005,331,1739
201909,298,1737
202002,411,1737
201909,3117,1736
202005,224,1735
202004,237,1735
201909,3400,1735
202005,496,1734
201910,399,1733
202002,3137,1732
202005,389,1732
201907,3124,1732
201906,3085,1732
202001,3507,1732
201906,3134,1730
202004,3167,1730
201909,3081,1730
201911,239,1730
202005,3712,1729
201908,3558,1729
201912,355,1729
201909,3668,1729
202003,3374,1728
202005,427,1727
201911,266,1727
202005,3514,1726
201908,157,1726
201907,3085,1726
202005,229,1725
202001,3372,1724
202002,295,1724
201910,3172,1723
201908,3254,1723
201908,3076,1722
201912,417,1722
202001,391,1722
202001,3236,1721
202002,336,1721
201909,3553,1720
201909,3637,1720
201909,3558,1720
201912,410,1718
201908,3453,1718
202005,503,1718
201910,3169,1718
201908,3117,1718
201909,3124,1717
202004,293,1714
202001,3132,1713
202001,3715,1713
201907,437,1713
201910,390,1712
202003,3699,1712
202001,3749,1712
201909,3077,1712
202002,3699,1711
202001,3783,1710
202003,3712,1710
202004,3156,1710
201908,249,1709
201907,3593,1709
202002,3733,1708
202004,476,1708
201906,468,1708
201912,280,1708
201908,3368,1708
201908,3518,1707
202002,393,1706
201907,3331,1706
201906,270,1705
201908,3637,1705
202004,3724,1705
201907,366,1705
202003,460,1704
202005,3785,1704
202002,349,1703
201911,340,1700
201910,3150,1700
201906,310,1700
202001,2002,1699
202003,484,1699
201910,3362,1699
202005,394,1699
201909,3648,1697
201908,3126,1697
201906,298,1695
201908,3529,1695
202003,500,1694
202003,268,1694
202002,377,1693
202005,3307,1692
201906,249,1691
201909,3293,1691
202003,3798,1691
201908,3115,1690
201906,3576,1688
201910,3383,1688
201911,3119,1685
201909,3080,1685
201907,3078,1685
202004,505,1685
202002,3674,1683
202002,3472,1683
201911,3521,1683
202002,3236,1682
201908,3497,1682
201909,241,1682
202001,239,1681
202005,3534,1680
201910,313,1679
201907,3453,1679
202005,355,1679
202003,3463,1678
201908,3328,1678
202002,3737,1678
201910,3538,1678
201907,3671,1678
202003,328,1677
201909,3145,1677
202001,362,1677
202003,257,1676
202004,448,1676
202004,494,1675
202002,238,1675
201907,3351,1675
201910,3721,1674
201906,3242,1674
201910,310,1674
202002,3440,1673
202005,3737,1672
201907,3584,1672
201906,356,1671
201907,3307,1671
202002,267,1670
202002,3785,1670
202005,3798,1669
201907,249,1669
201907,3172,1668
201907,3076,1668
202003,533,1668
201909,260,1667
201907,3497,1667
202003,3905,1667
201908,3418,1666
202002,464,1666
201912,3156,1666
201908,3668,1666
202004,515,1666
202005,530,1666
202001,2008,1665
202005,174,1664
201907,341,1664
201911,2009,1664
201908,3292,1663
202005,2017,1663
201907,3285,1663
201906,3307,1663
202005,3671,1663
