period,start_station_id,no_trips
202003,319,1662
201906,3368,1662
201906,526,1662
202004,479,1661
201910,3082,1661
201907,3286,1661
201910,3346,1660
202004,422,1660
202004,507,1660
201906,341,1659
201908,3307,1659
201908,3538,1659
201912,377,1658
201906,3437,1658
201912,3712,1657
202003,383,1657
202001,3282,1657
201907,399,1656
201911,146,1656
202001,3785,1656
202002,2002,1656
202001,2017,1656
201911,3151,1656
201909,354,1656
201908,258,1656
201911,323,1655
201909,3408,1655
201906,241,1654
202005,3733,1654
202003,440,1653
201912,3236,1653
201909,516,1653
201909,270,1652
202004,523,1651
201907,3418,1651
201912,393,1651
201911,3177,1650
201911,3783,1650
202002,2008,1650
201906,399,1650
201908,3376,1649
201908,3400,1648
201907,3126,1648
202005,3171,1648
201909,3126,1647
202003,3171,1647
202003,164,1646
201909,3370,1646
201906,3453,1646
201911,3318,1646
202004,3147,1645
201907,3376,1644
201909,437,1642
202004,462,1642
201906,339,1642
201911,3305,1641
202004,3142,1640
202005,3782,1640
201911,3402,1639
202004,3349,1638
202001,3725,1637
201907,3558,1637
201909,3331,1637
202002,228,1637
202004,461,1637
201912,347,1637
202003,455,1637
202001,3402,1636
202002,304,1636
201908,354,1636
201911,3457,1635
201906,3106,1635
202002,473,1633
202004,3812,1633
202001,473,1633
202003,3349,1633
202002,3786,1633
201908,3077,1632
201907,408,1632
201907,298,1631
202005,3553,1630
201910,3101,1627
201908,3335,1627
202002,302,1626
202001,320,1625
201911,3112,1624
201907,3547,1624
201912,346,1624
202003,3521,1624
202003,3429,1623
201907,3420,1623
201908,3336,1623
201908,241,1622
202003,493,1621
201906,3383,1621
201908,3382,1620
201911,3162,1620
201912,3724,1620
201907,3106,1620
202003,335,1620
201912,3235,1619
201909,3628,1618
201906,3300,1618
201910,3423,1618
201908,3100,1618
202005,3314,1618
201911,332,1616
202002,3749,1615
201906,3783,1615
201911,3092,1614
202005,3312,1614
201906,416,1613
201906,3526,1612
202005,440,1612
201911,3486,1611
202003,280,1610
201908,298,1609
202005,3345,1608
201906,3124,1608
202002,3282,1608
202003,3372,1608
201906,3285,1607
202003,3733,1607
202003,369,1606
201911,308,1605
201906,3136,1605
201909,3518,1605
201908,437,1605
201907,2023,1605
201906,437,1605
201909,3414,1605
202004,530,1603
201907,3434,1603
202001,363,1602
201907,3242,1602
201909,3529,1602
201908,3242,1601
202005,531,1601
202001,3295,1601
201908,244,1600
201906,83,1600
202002,315,1600
202004,536,1599
202001,3170,1598
201911,3815,1598
201907,3328,1597
201909,3146,1597
201911,224,1595
202004,363,1595
201909,258,1595
201907,3400,1594
201911,331,1594
201912,3165,1594
201910,3336,1593
201908,3437,1593
201910,3382,1593
201910,406,1592
202005,3286,1592
202005,3400,1591
202005,3178,1590
201906,3292,1590
201906,3637,1590
201908,3364,1590
202003,520,1589
201910,3637,1589
202005,529,1589
202002,3715,1588
201908,3106,1588
201910,3078,1588
201908,3354,1588
201906,3408,1588
202004,72,1588
201910,3508,1587
201908,356,1586
201907,3382,1584
201912,164,1584
202003,3725,1584
201908,3648,1584
201906,364,1583
202003,3785,1583
201909,3357,1582
202003,3472,1582
201907,3117,1582
201911,360,1581
201911,3423,1580
201910,249,1580
201908,3356,1579
202005,3472,1576
201912,522,1576
202004,411,1576
202003,295,1574
201906,3077,1574
201906,3376,1573
201912,247,1573
202001,340,1573
201912,3461,1572
201910,3351,1571
201907,3408,1569
201908,3408,1567
201911,3145,1566
202001,3731,1565
201908,3414,1565
202004,3461,1565
201912,3697,1564
202001,3016,1563
201910,3534,1563
201910,3293,1562
202005,481,1561
202004,251,1561
202004,284,1561
201908,3290,1561
202004,128,1560
202005,3287,1560
201909,3418,1560
201910,157,1558
201906,3126,1557
201908,3293,1556
201911,3376,1555
201911,3734,1555
202005,3170,1555
201907,441,1554
202003,3467,1554
202003,454,1554
201910,3593,1553
202003,3236,1553
201906,244,1553
201909,3354,1553
201911,3671,1553
201908,3081,1552
201906,3721,1551
201906,3336,1551
201910,3136,1550
201910,270,1550
201912,349,1549
202003,3093,1548
202005,473,1548
201912,295,1548
201906,3356,1546
201906,3508,1546
201907,3668,1545
201907,3081,1544
201912,411,1543
201907,3356,1541
201911,3232,1540
201907,3637,1540
202005,319,1539
201909,3312,1538
201912,3168,1538
201909,244,1537
202002,3507,1537
202002,363,1536
202005,493,1536
201906,3081,1536
201910,3087,1535
201906,3172,1534
201912,267,1533
201912,3171,1533
201908,3420,1533
201910,3497,1532
201909,3420,1532
202003,3409,1532
201907,3368,1532
202004,3301,1532
202005,3107,1531
201912,3409,1530
201910,3115,1530
201910,3335,1529
201907,3290,1529
202003,3129,1529
201908,3135,1527
202004,3295,1527
201910,3312,1526
201910,3378,1526
201912,3163,1525
201907,244,1524
201906,3434,1524
202003,3283,1523
201907,3135,1523
201906,3076,1523
201911,391,1522
201906,3414,1521
201906,3254,1521
201907,3630,1521
201907,3146,1520
201911,330,1518
201909,3074,1518
202001,308,1516
201908,3584,1516
202005,164,1515
202005,3161,1515
201906,3290,1514
201906,3145,1514
201910,260,1514
201907,3648,1513
202003,332,1513
202004,3129,1512
202005,3118,1511
201909,3417,1510
201909,3437,1510
201907,3312,1510
201908,3572,1510
202002,3295,1509
201910,3628,1508
202003,3159,1507
201911,3110,1507
201910,3085,1507
201910,3648,1507
202003,355,1506
201907,354,1505
201907,3437,1505
202002,239,1505
201907,3538,1502
201911,366,1501
202001,316,1501
201906,3365,1501
201907,3496,1500
202002,3402,1500
201911,467,1500
201912,369,1500
201907,3354,1498
201909,82,1496
202005,469,1495
201906,3135,1495
202005,3533,1495
201910,3668,1495
201910,3357,1494
201908,3630,1492
201906,3668,1492
202003,3143,1491
202002,3132,1490
201907,313,1490
201907,3335,1488
201906,3420,1487
201910,3146,1487
201912,302,1487
201907,3414,1486
202001,146,1486
202002,3725,1486
201909,418,1486
201906,3648,1485
201907,418,1483
201907,3529,1482
201910,3526,1482
201907,3336,1482
202003,267,1482
201908,3417,1481
202001,366,1480
202002,3016,1480
201908,260,1480
201911,392,1479
201906,3100,1479
201911,351,1479
201907,241,1479
201907,258,1478
202005,415,1478
201906,3400,1477
201908,3145,1477
201906,3328,1477
201908,3080,1476
202004,3175,1476
201908,3533,1476
201910,3553,1475
202003,3783,1475
201910,3292,1473
201908,82,1472
201909,3430,1472
202002,323,1472
202003,2002,1470
201907,3100,1469
201909,3369,1469
201910,3369,1469
201908,3312,1469
201908,3154,1469
201909,3131,1468
202001,3350,1467
202005,3077,1467
201908,3378,1466
201911,3135,1466
201911,3810,1466
202003,3314,1465
202003,3173,1465
202001,3314,1464
201909,3630,1464
201909,3254,1463
201911,3287,1463
202001,3815,1463
201907,3430,1462
202001,454,1462
202005,3905,1462
201912,434,1461
201908,261,1461
201907,356,1461
201912,3147,1459
201907,3145,1458
201909,3296,1458
202004,311,1458
201911,3173,1456
201909,3315,1456
201906,3398,1456
201906,3312,1456
201912,252,1455
202005,3518,1455
202004,490,1455
202004,432,1455
201908,3146,1454
202004,297,1452
201907,3572,1451
201907,82,1451
201910,3368,1449
202005,3157,1448
201908,3496,1448
201908,418,1447
201909,364,1447
201910,3100,1447
201911,3166,1445
201907,3077,1445
202005,212,1445
201912,328,1444
201907,3518,1444
201910,437,1443
202003,3749,1441
201912,3170,1440
202001,3423,1440
202005,241,1439
201908,3628,1438
202002,2017,1438
202004,3707,1437
202002,320,1437
201910,3116,1436
201912,3749,1436
202001,2009,1436
201909,261,1434
201911,143,1434
201911,324,1434
201910,3453,1434
202001,323,1431
202005,298,1431
202002,2000,1431
201906,3315,1430
201907,3293,1430
201911,3356,1430
202004,460,1429
201906,3378,1429
202004,545,1427
202004,326,1427
201912,309,1426
202003,3160,1426
202005,3613,1425
201910,3289,1425
202004,450,1423
202001,3092,1423
201906,354,1422
201907,3628,1422
202002,3170,1421
201907,3357,1421
202004,480,1420
201907,3292,1420
202003,434,1419
201909,3469,1418
201906,262,1418
201906,3293,1417
202002,3731,1416
202002,316,1416
202005,3232,1416
201910,354,1416
202005,3093,1415
202001,330,1414
201911,79,1413
202004,3320,1412
201909,3365,1412
202003,3235,1411
201912,3283,1411
202001,3143,1411
201908,364,1410
201910,3414,1410
202003,3737,1410
201909,3496,1410
202005,434,1410
201911,3172,1410
202005,3082,1410
202002,454,1410
201907,3154,1409
201911,3154,1408
201910,3109,1407
201909,3109,1407
202005,316,1407
201911,3539,1407
201907,3102,1406
202005,295,1406
202005,257,1405
202001,3119,1405
202001,3161,1404
201911,3690,1404
202002,3092,1404
201908,3571,1403
202001,3486,1403
201910,3242,1402
202001,3160,1402
202005,3376,1402
202004,334,1402
201906,3430,1402
201910,3307,1401
202001,2000,1401
202002,3783,1401
201906,261,1400
201911,3294,1400
202004,3799,1398
201908,3357,1398
201906,3518,1398
201911,356,1397
201912,228,1397
202005,3497,1397
202005,264,1397
201909,3136,1397
202005,340,1396
201907,364,1396
202004,3746,1396
202003,456,1396
202004,236,1395
201908,3804,1394
201910,3147,1394
202001,3112,1393
202004,453,1393
201907,3315,1393
202005,3369,1393
202003,3674,1392
202002,3112,1392
201910,298,1391
202002,3372,1390
201910,3420,1389
202004,3699,1389
201908,3430,1387
202001,467,1387
201910,3400,1387
201909,416,1387
201906,418,1386
202003,3786,1385
202003,302,1384
201907,260,1382
201912,532,1381
202003,303,1381
202002,467,1380
201909,3294,1380
202003,3170,1380
201909,3572,1380
201906,3701,1379
201912,3137,1379
202003,3161,1378
201912,3132,1378
201910,3126,1378
201906,3117,1378
202003,252,1378
201909,3289,1377
201906,3593,1377
202004,151,1376
202002,391,1376
201910,258,1376
201911,376,1374
201911,3374,1373
201909,3689,1373
202005,360,1373
201912,3674,1373
201908,3693,1373
201911,389,1371
202003,417,1371
201906,3361,1371
201907,416,1370
201909,3308,1370
201911,415,1370
201909,3298,1369
202002,3160,1368
202004,3166,1368
202003,217,1368
202004,307,1368
201911,3459,1367
202005,485,1367
201906,3417,1366
201907,261,1365
202004,173,1365
201908,3102,1363
201910,3364,1363
201909,3537,1363
202003,3148,1362
201912,473,1362
202001,79,1361
202004,317,1360
202003,464,1360
201910,3572,1359
201909,3319,1359
201906,3154,1359
202004,127,1358
201910,3152,1358
201906,3571,1358
201911,337,1357
201909,3182,1356
202005,391,1355
201908,3370,1354
201906,3538,1353
202003,3305,1352
201906,260,1351
202002,340,1351
202003,3383,1350
201910,3417,1349
201907,3243,1349
202001,3151,1349
201906,3364,1348
202005,3630,1348
202002,3815,1348
201911,264,1347
201909,243,1347
201909,3539,1346
202004,489,1346
201911,274,1346
201909,3571,1346
201907,3365,1346
202002,324,1345
201911,516,1345
201911,291,1344
201910,3398,1344
202001,3318,1342
202003,340,1342
202005,161,1341
201909,3599,1341
201909,3533,1341
201909,3398,1340
201911,341,1340
201907,3080,1340
202001,3305,1340
202003,522,1339
202004,3259,1339
202003,3440,1339
202001,3134,1337
201907,3364,1337
201906,313,1336
201908,243,1335
201909,3321,1335
201911,3383,1335
202005,3708,1335
201912,3725,1334
201909,3790,1334
201911,3148,1334
202001,3416,1334
202004,385,1333
201912,460,1333
201911,471,1333
201909,3355,1333
201908,464,1331
201908,3315,1331
201909,3243,1330
201906,3335,1329
201912,454,1327
201908,3537,1327
202004,332,1327
202005,392,1326
202005,3117,1325
201909,502,1325
201907,3533,1324
201907,3254,1324
202003,3112,1324
201912,2017,1323
201906,3304,1322
201906,3308,1322
201911,3286,1322
202001,304,1322
202003,316,1322
201909,3373,1321
201909,3064,1321
201911,3323,1321
202005,268,1320
202002,366,1320
202001,3521,1320
201911,3285,1320
201908,3469,1319
202005,3571,1319
201906,3182,1319
202003,2017,1319
202004,3725,1319
202001,351,1318
201909,3329,1318
201907,2022,1317
202005,3532,1317
202005,3443,1317
201906,365,1317
201912,266,1317
202004,116,1316
201909,3150,1315
202005,516,1315
201910,3077,1314
201909,3284,1314
202005,3418,1314
201911,321,1313
202002,2009,1312
201912,3161,1312
202001,143,1312
201912,3440,1312
201912,3256,1310
201912,464,1310
201911,3362,1310
202005,3101,1310
201908,3064,1309
202003,377,1309
202005,320,1308
202004,439,1308
202001,3734,1308
201911,339,1307
202001,3232,1307
201910,3076,1306
201907,3571,1306
202005,3233,1306
201911,3129,1305
201910,3106,1304
202003,398,1304
201910,3418,1303
202005,3154,1303
201910,82,1303
202003,3288,1302
202005,471,1302
201911,3721,1301
202003,393,1300
201909,3231,1300
201906,3496,1299
201908,3296,1299
202004,472,1298
201906,3562,1298
202002,362,1297
201911,386,1297
201907,3370,1297
201908,3074,1295
201912,3737,1295
202005,309,1295
202001,331,1294
202001,274,1294
201912,239,1294
201908,3398,1294
202001,360,1293
202004,519,1293
202004,487,1292
202002,308,1292
201906,3599,1291
201908,3599,1291
201907,3398,1291
201906,3693,1290
202005,3565,1290
202004,3255,1290
201911,3416,1290
202001,3457,1289
202005,3715,1289
201912,3715,1289
202001,3786,1288
202002,3314,1288
201908,3689,1287
202002,3119,1287
201908,3109,1287
202005,302,1286
201909,3425,1285
201912,238,1284
201910,3243,1283
201907,3378,1283
201906,3572,1282
202005,323,1282
201910,3081,1282
201910,3296,1281
201907,3139,1279
201911,3288,1279
201909,3102,1279
202003,3350,1279
201906,3369,1278
202004,217,1277
201907,3361,1277
201906,3373,1277
201910,244,1277
202004,470,1276
201910,3124,1276
202002,3161,1276
202001,3173,1276
202004,3160,1276
201906,3102,1275
202001,415,1274
202003,228,1274
201906,3581,1274
201906,82,1273
201907,3417,1272
201906,3370,1272
201911,3086,1272
202003,360,1272
201907,243,1272
202005,3804,1272
201909,3693,1272
201910,3080,1272
202005,3290,1271
202002,274,1271
202004,3744,1270
201908,3319,1270
202004,466,1270
201910,3584,1270
201908,3576,1269
202003,3815,1269
201906,3628,1269
201908,3329,1267
201911,399,1266
201912,3507,1266
202005,3554,1265
202003,2000,1265
202005,3916,1264
201909,3377,1264
202004,3656,1263
202005,3300,1263
201910,3518,1263
201912,3314,1263
201910,3552,1263
202005,3738,1263
202001,3166,1262
201911,3658,1262
202005,267,1262
202003,3715,1262
201907,3366,1262
201908,344,1262
202002,3143,1262
201910,3178,1261
202005,291,1261
201910,261,1261
201909,2022,1261
201906,3080,1260
201911,408,1260
202003,415,1260
202005,3529,1259
202002,3521,1259
201908,3562,1259
201906,3109,1258
202004,327,1258
201906,3357,1258
202005,3235,1257
202005,3918,1257
202005,3370,1257
201912,366,1257
201910,3355,1257
202005,388,1256
201907,3345,1256
201911,276,1255
202004,3143,1255
201910,3408,1255
202002,331,1254
201911,83,1254
201911,3139,1253
201908,3243,1252
201906,3294,1252
201911,3231,1251
202003,3318,1251
202003,259,1251
202005,3285,1251
201911,3346,1250
201911,144,1249
202003,3918,1249
202004,412,1248
202005,3736,1248
201907,3373,1248
201908,3094,1248
202005,359,1247
201908,416,1247
202001,324,1247
202005,3134,1246
202003,3916,1246
201907,3074,1245
202004,401,1245
202005,3126,1245
202005,3739,1245
202003,3169,1245
201909,248,1245
201908,262,1245
201911,3378,1245
202003,3402,1244
201906,3146,1244
202003,3367,1243
202004,3521,1242
201908,3369,1242
202005,464,1242
201911,3169,1242
201906,3537,1241
201908,3289,1241
201912,391,1240
201909,3502,1240
202001,342,1240
201906,3529,1240
202002,3173,1239
201909,262,1238
201906,3377,1238
201911,481,1237
201908,3452,1237
201907,3537,1237
202003,351,1237
202003,3151,1237
201907,3562,1237
201911,3418,1236
202003,391,1235
201907,3599,1234
202004,259,1234
201908,3373,1234
202003,473,1234
201910,3315,1234
201911,3113,1234
201912,3472,1232
202002,3486,1232
202005,533,1232
202002,3350,1231
202001,3690,1230
202003,3320,1230
202005,393,1230
201907,3576,1229
201906,3243,1228
201906,344,1228
201911,3668,1228
201911,282,1228
201911,3349,1228
201907,3555,1227
202004,301,1227
202005,3538,1227
201908,3182,1227
201908,3341,1227
202005,3375,1227
202005,3177,1227
202002,3918,1225
202003,323,1224
201911,3367,1224
201912,2008,1223
202004,312,1222
201910,3547,1222
201912,3783,1221
201907,3289,1221
201910,3630,1221
201912,2009,1221
201911,3336,1221
202001,516,1220
201907,3064,1220
201906,353,1220
202004,346,1218
201911,3078,1218
202005,3150,1217
201908,3365,1217
202003,3881,1217
201909,3366,1216
201910,3536,1215
202003,2009,1215
202002,3232,1215
201906,3630,1214
201910,3529,1214
202001,356,1213
201908,3377,1213
201906,3064,1212
202001,291,1212
201912,3350,1211
202005,3081,1210
201912,3402,1210
201908,3502,1210
201911,534,1209
201909,3536,1208
201910,3331,1208
201912,3295,1206
201908,3345,1206
201907,262,1206
201910,3308,1205
202001,3418,1205
201911,310,1205
201907,3109,1205
201911,3497,1205
201907,344,1204
202002,3416,1204
201910,3558,1203
202005,3159,1203
201906,3329,1203
202004,502,1202
202004,161,1201
202005,2022,1201
202004,423,1200
201908,3389,1200
202005,274,1200
201909,3389,1199
201909,3576,1199
201907,353,1199
201912,3282,1198
201909,3552,1198
201909,353,1197
201909,3345,1197
202001,3135,1197
201912,362,1196
202004,3244,1195
202001,337,1195
201910,418,1195
202002,146,1194
202004,315,1194
201910,3689,1194
201908,3673,1194
202004,3785,1193
202004,3383,1193
202004,540,1193
201910,3117,1192
201908,242,1191
202004,508,1191
202005,146,1190
202005,2010,1190
202005,303,1190
201909,3555,1190
202004,438,1189
201906,3549,1189
201909,3723,1189
201910,364,1188
201910,3365,1188
201906,3150,1186
202001,332,1186
202005,3092,1186
202005,3898,1186
202002,3134,1185
202002,143,1185
201906,3533,1185
201907,3379,1184
201906,3289,1184
202002,360,1183
201907,3329,1183
201906,3296,1183
202004,3749,1183
201908,3300,1183
202005,3116,1182
201911,3118,1182
201906,3366,1181
201911,3107,1181
201909,3584,1181
202001,3086,1180
202005,341,1180
201912,342,1180
202004,403,1180
202003,331,1179
202005,3584,1179
202005,3328,1178
202005,168,1177
202004,3350,1176
202001,389,1176
201911,3648,1176
202001,264,1175
201910,3437,1175
202004,305,1175
201907,3389,1175
201912,3372,1175
201907,3693,1174
201908,3615,1174
202005,3362,1173
201909,242,1173
201908,3298,1173
201911,3804,1172
201909,344,1172
202003,224,1172
202005,3786,1172
201912,340,1172
202003,3232,1171
202004,459,1170
202001,3374,1170
201907,3150,1169
201908,2022,1169
201907,3452,1168
202003,3096,1167
202003,3534,1167
201906,3319,1167
201912,2002,1167
201908,3425,1166
202003,146,1166
201912,315,1165
201908,3790,1165
201908,3479,1165
202004,410,1165
201906,3074,1165
201910,3345,1165
201909,3673,1164
202005,3440,1163
201906,3790,1163
201910,242,1163
201906,3389,1162
201910,416,1162
201906,3412,1161
202002,3736,1161
202002,330,1160
202005,3172,1159
202003,3226,1159
201911,157,1159
202002,3305,1158
201910,3537,1158
201912,363,1158
201907,3298,1157
202005,3674,1157
201908,248,1156
201911,3096,1155
201910,241,1154
201907,3369,1154
201911,270,1153
201909,3419,1153
201907,3502,1153
202002,3151,1152
202003,3287,1152
201909,3094,1152
201911,217,1152
201910,243,1151
201909,3341,1151
202004,247,1151
201907,3296,1151
202002,351,1151
201910,3576,1150
202001,386,1150
202002,3423,1150
201910,3319,1149
202002,3457,1149
202001,224,1148
201912,3232,1148
201908,3555,1147
201907,3673,1147
201909,3562,1147
201908,3726,1147
201906,242,1147
202005,534,1146
201907,3094,1146
202004,349,1146
202002,3383,1145
201910,3157,1145
201910,3815,1144
201906,3298,1144
202004,3263,1144
201908,3308,1143
202005,342,1142
201911,390,1142
201909,3359,1141
202001,3383,1140
201909,3379,1140
201907,3300,1140
202005,3409,1140
202002,356,1140
202005,386,1139
201910,3496,1139
201908,3602,1139
202003,274,1139
201909,3615,1138
202004,3148,1137
201912,316,1137
202005,3463,1136
201907,3454,1136
202005,3102,1135
202003,481,1135
201906,275,1135
202002,224,1135
202001,3177,1135
202004,238,1134
202005,406,1134
201907,3131,1134
202004,3735,1133
202002,79,1132
201910,3571,1132
202004,3173,1132
201908,353,1132
202005,3402,1132
201909,120,1131
201911,3146,1131
201909,289,1130
202001,376,1130
202004,361,1130
201908,3125,1130
201910,3425,1130
202003,342,1129
201906,3321,1129
201909,3384,1129
202003,3132,1129
202004,3367,1129
202004,3236,1128
201912,3016,1128
202003,308,1127
201911,3538,1127
201911,3082,1126
201911,3414,1125
201911,3087,1124
202005,3429,1124
202002,3734,1122
201910,3375,1122
201909,278,1122
201910,3373,1122
202002,408,1121
201908,3454,1121
202005,3086,1121
202002,2010,1120
202001,157,1120
201909,3452,1120
201909,3422,1120
202002,3086,1120
201910,3354,1119
202003,291,1119
201909,3375,1118
201911,3637,1118
202004,513,1118
201906,243,1118
202004,3305,1118
201906,3676,1118
202003,3323,1118
202004,150,1118
201911,3293,1117
202001,408,1117
202002,3318,1117
201911,3290,1116
202004,483,1116
202002,3166,1115
201911,3109,1115
201908,400,1115
201911,3369,1114
201912,320,1114
201911,3584,1114
202005,376,1113
201906,120,1113
201906,3411,1113
201910,262,1113
201907,3052,1113
201906,2022,1112
202003,3671,1112
201907,3790,1112
201908,3150,1111
201908,3379,1111
201907,3304,1110
201907,3182,1110
201907,3425,1110
201906,3284,1110
202005,3146,1110
202005,3366,1110
201906,3580,1108
201907,3689,1108
202005,3914,1107
201909,419,1107
202003,3134,1107
202005,3135,1106
202004,223,1106
202005,3558,1106
201911,3534,1106
202005,351,1106
201911,249,1106
201906,3345,1105
202005,3378,1105
201909,3386,1105
202005,335,1103
201911,354,1103
201911,3508,1103
201912,3177,1103
201912,323,1102
201911,406,1102
201906,3384,1101
201907,3319,1101
202004,3288,1101
201907,3321,1101
201910,3469,1100
202004,3697,1100
201907,248,1100
202002,332,1100
201910,144,1099
201906,3094,1099
201911,3150,1099
201911,3420,1099
201907,3377,1099
202005,3289,1099
202004,3360,1098
201906,144,1098
202005,3486,1098
202004,454,1098
201906,3583,1097
202002,3135,1097
202003,3734,1097
201910,248,1097
202004,167,1096
201912,146,1096
201908,3131,1096
202004,254,1096
201911,3382,1096
202002,3690,1095
202005,3145,1095
201910,3562,1095
202002,3418,1095
201906,3358,1094
202001,3367,1094
201912,3908,1094
202004,465,1093
201910,2022,1093
202003,3731,1092
201906,248,1091
201911,3368,1091
201908,3284,1090
202005,3618,1089
202003,239,1088
201911,3335,1088
202002,264,1088
201909,3125,1088
201912,331,1088
202001,339,1088
201908,3366,1087
202004,265,1086
202001,3288,1086
202001,310,1086
201911,259,1086
201912,3810,1086
201909,3714,1085
202005,3085,1085
202002,392,1085
201907,3308,1084
202005,262,1084
202001,341,1084
201908,3723,1084
202003,264,1084
201910,3366,1084
201911,3289,1083
201906,3125,1083
201908,120,1083
201912,279,1083
201909,3412,1083
202003,3736,1082
201908,3782,1082
201909,3403,1082
202004,539,1081
201906,3658,1081
202005,408,1081
202001,258,1081
201906,3454,1080
201906,3310,1080
201911,3364,1080
202003,3177,1079
201910,344,1079
201909,3396,1079
201912,3423,1079
201910,3377,1079
201911,3101,1077
202004,3151,1077
201908,3411,1077
201908,3294,1076
202001,3148,1076
202005,3355,1076
202001,3356,1075
201906,3615,1074
201906,420,1074
202005,390,1074
202002,3148,1074
202005,330,1074
201911,3628,1073
202003,320,1072
202004,405,1072
201911,3085,1071
201912,3815,1071
201909,3300,1070
201908,3231,1070
202001,3349,1069
202001,3382,1068
201906,3673,1068
201909,3052,1068
201908,3052,1068
201906,3131,1067
202002,415,1066
202001,3668,1066
201907,275,1066
201910,3074,1065
202001,3078,1065
202001,3671,1065
201911,3351,1065
202002,291,1064
202001,3346,1064
202002,3916,1064
202001,270,1063
201909,3304,1063
202001,3110,1063
202002,3129,1063
202004,398,1063
201912,308,1062
202005,3637,1061
201908,3616,1061
201907,3422,1061
202005,3115,1061
201907,3714,1061
202003,3286,1061
202001,3154,1061
202001,279,1061
201909,3728,1060
202001,3107,1060
201907,3341,1059
202003,3107,1059
201910,3361,1059
202005,228,1059
202003,366,1059
202001,534,1058
202004,2021,1058
201909,3411,1058
201908,3321,1058
201909,3303,1058
202001,3804,1058
201908,3413,1058
202001,3146,1057
201912,3119,1057
202002,3113,1057
201911,3552,1057
202005,3341,1056
201907,3615,1056
202005,2009,1055
202003,3507,1055
202004,469,1054
202003,467,1053
201906,3452,1053
202005,377,1053
201911,313,1052
202004,3158,1051
201908,3419,1051
201907,3581,1051
201910,3329,1051
202005,258,1050
202001,481,1049
201910,3379,1049
202001,3637,1048
201909,3454,1048
202001,3287,1048
201908,3157,1047
202004,474,1047
201907,3284,1046
201909,3130,1046
201908,3549,1046
202003,392,1046
201911,3357,1045
201908,3755,1045
201907,3384,1044
202003,330,1044
202001,3376,1044
201910,3298,1043
202001,406,1043
202005,83,1043
202005,3597,1042
202002,3107,1042
201908,3422,1042
201912,3151,1042
201906,3379,1042
201906,3419,1042
202005,3576,1042
201906,3415,1041
201911,298,1041
201906,3413,1041
202001,3129,1041
202004,458,1040
202003,3497,1040
201911,3553,1040
202004,3354,1040
201907,3469,1040
201911,260,1039
201912,3486,1039
202005,3581,1039
202005,456,1039
201911,3593,1038
201909,3549,1037
201912,467,1037
201909,275,1037
202005,3139,1036
202001,259,1036
201910,3790,1036
202005,3588,1035
201910,3555,1035
202005,522,1034
201911,3165,1034
201911,3152,1034
201912,3092,1034
202003,324,1034
202001,3169,1033
201908,3581,1033
202005,3673,1033
201912,330,1033
201908,3536,1032
202001,3172,1032
201912,3112,1031
201911,3242,1031
201911,3116,1031
201908,3675,1030
202002,481,1030
202001,471,1030
201906,3052,1030
201908,289,1030
202004,477,1029
202001,3145,1029
202002,270,1029
202005,500,1029
202003,2010,1029
201906,3544,1029
201906,3723,1029
201909,3339,1028
202003,362,1028
202003,3092,1028
202001,3136,1028
202004,3372,1028
201910,3502,1028
202005,3108,1028
202005,367,1027
201912,3143,1027
202002,389,1027
201909,3494,1025
201907,3125,1025
201906,3689,1025
201907,3412,1024
202004,3283,1024
201910,3533,1023
202004,3314,1023
201906,3469,1023
202001,3082,1023
201907,3602,1023
201908,3552,1022
202005,261,1022
202005,79,1022
202005,3526,1022
202001,3814,1022
202001,3139,1021
201907,3726,1021
201909,144,1021
202001,3740,1021
201906,3597,1021
202001,390,1020
202001,3315,1020
201908,419,1020
201909,3579,1020
201907,3549,1020
202002,337,1019
201911,3100,1019
202001,3113,1019
202004,442,1018
202004,3318,1017
201909,3581,1017
202005,276,1017
202005,3357,1017
202001,3285,1017
202002,3374,1016
202002,3110,1016
201906,3306,1015
201911,3526,1015
201907,3294,1015
202004,250,1014
202004,3096,1013
201906,3359,1013
201908,3580,1013
201910,3599,1013
202003,3086,1013
202005,3152,1012
201907,3723,1011
202001,217,1010
201907,120,1010
202003,3553,1010
201907,3755,1010
202001,3286,1010
202002,3288,1010
202002,516,1009
202002,341,1008
201911,3243,1007
201907,3419,1007
201907,3579,1007
202001,3293,1006
202001,3242,1005
202001,399,1004
201910,3673,1004
202005,3293,1004
202005,3110,1004
201911,3315,1004
202003,3135,1003
202001,392,1003
201907,400,1002
202005,3541,1001
202001,3290,1001
201912,79,1001
201910,3389,1001
201907,242,1000
202001,437,1000
201910,3321,1000
202005,3243,1000
202002,3346,999
201906,3311,999
201912,3172,999
202002,342,998
202001,321,998
202002,157,997
201912,3457,997
201908,3403,996
201909,3509,996
202002,3285,996
201907,3552,996
201906,3386,996
201907,3524,996
201908,275,995
202003,3285,995
202003,390,995
202004,224,994
202001,3378,993
202005,3053,992
202004,195,992
202003,3486,992
201908,3763,992
201907,3580,991
202005,3496,991
202005,3531,991
201912,339,991
202002,534,990
201912,3134,990
202004,3226,990
201906,3422,990
201906,3157,990
201906,3555,990
202002,3172,989
201911,3398,989
201906,3569,989
201908,278,988
202005,3611,988
201909,3390,988
202005,3087,988
202005,3723,987
201908,3384,987
202004,3671,987
201910,3304,986
202002,3078,986
202005,3131,986
202001,3658,986
201910,3403,985
202002,376,985
202005,3080,984
201907,3157,984
202002,471,984
