bike_id,avg_miles,total_aprox_miles,no_trips
16568,1.1229790350877193,256.03922,228
16570,1.2201107234042553,286.72602,235
16571,1.2688395065789474,385.72721,304
16573,1.1822862658227848,373.60246,316
16575,1.2876536042402827,364.40597,283
16576,1.1532437313432836,309.06932,268
16577,1.2538141322314050,455.13453,363
16578,1.3940484713375796,218.86561,157
16580,1.2140708949416342,312.01622,257
16581,1.2433768309859155,353.11902,284
16583,1.1379842857142857,238.97670,210
16584,1.0894324623115578,216.79706,199
16585,1.3760174590163934,503.62239,366
16586,1.3072534444444444,352.95843,270
16587,1.2449878172588832,490.52520,394
16588,1.1473196067415730,204.22289,178
16590,1.4088968750000000,338.13525,240
16592,1.5461843434343434,153.07225,99
16594,1.3047085852090032,405.76437,311
16595,1.2429967432950192,324.42215,261
16596,1.2758982253521127,452.94387,355
16597,1.1603379381443299,450.21112,388
16599,1.2357125655976676,423.84941,343
16600,1.3243255102040816,324.45975,245
16601,1.2124043065693431,332.19878,274
16604,1.4638106779661017,86.36483,59
16606,1.3393984142394822,413.87411,309
16607,1.4353674305555556,206.69291,144
16608,1.1911949152542373,351.40250,295
16610,1.3913260402684564,207.30758,149
16611,1.2579026875000000,201.26443,160
16612,1.1579072386058981,431.89940,373
16613,1.2562947945205479,366.83808,292
16615,0.96926307692307692308,12.60042,13
16619,1.3931351506024096,462.52087,332
16620,1.2685631515151515,209.31292,165
16623,1.2439364102564103,339.59464,273
16626,1.3580088326848249,349.00827,257
16628,1.3743148031496063,349.07596,254
16631,1.1975712380952381,251.48996,210
16635,1.1917185271317829,153.73169,129
16636,1.2795557142857143,367.23249,287
16637,1.3427590697674419,461.90912,344
16638,1.2383000000000000,17.33620,14
16641,1.3499491558441558,207.89217,154
16642,1.3257582214765101,395.07595,298
16644,1.2490309854014599,342.23449,274
16645,1.2252695263157895,232.80121,190
16647,1.3380590718562874,446.91173,334
16648,1.2695229666666667,380.85689,300
16649,1.2617081345565749,412.57856,327
16651,1.3712802463054187,278.36989,203
16652,1.1716835314685315,335.10149,286
16653,1.1875281578947368,451.26070,380
16654,1.3693452694610778,228.68066,167
16657,1.2562114444444444,452.23612,360
16658,1.2168188405797101,335.84200,276
16659,1.3706887939698492,272.76707,199
16662,1.2864576771653543,326.76025,254
16663,1.2017796835443038,379.76238,316
16665,1.3153689971346705,459.06378,349
16666,1.1037566165413534,440.39889,399
16667,1.4651551851851852,39.55919,27
16669,1.2844564750000000,513.78259,400
16671,1.3861398456790123,449.10931,324
16673,1.0299882485875706,182.30792,177
16675,1.2437750949367089,393.03293,316
16676,1.3283872594752187,455.63683,343
16678,1.0824221428571429,30.30782,28
16679,1.3105321367521368,459.99678,351
16681,1.3314636111111111,239.66345,180
16682,1.1379322258064516,352.75899,310
16683,1.3861936630036630,378.43087,273
16684,1.2955699719887955,462.51848,357
16685,1.2837128125000000,369.70929,288
16686,1.1276954140127389,354.09636,314
16687,1.3400647717842324,322.95561,241
16689,1.1901031372549020,303.47630,255
16691,1.4864645029239766,254.18543,171
16692,1.3429042753623188,370.64158,276
16694,1.0919569266055046,238.04661,218
16697,1.2700686435331230,402.61176,317
16698,1.5118351612903226,46.86689,31
16699,1.2959950788643533,410.83044,317
16700,1.2346269965870307,361.74571,293
16701,1.3353275294117647,454.01136,340
16702,1.2325424675324675,474.52885,385
16704,1.3192338036809816,430.07022,326
16705,1.2819250000000000,330.73665,258
16706,1.2215088965517241,354.23758,290
16707,1.3076911684782609,481.23035,368
16708,1.3327302723735409,342.51168,257
16709,1.1730202415458937,242.81519,207
16710,1.3642333840304183,358.79338,263
16715,1.1982393087557604,260.01793,217
16717,1.3399284365781711,454.23574,339
16719,1.1778747826086957,352.18456,299
16720,1.2415144531250000,317.82770,256
16721,1.2517964820846906,384.30152,307
16722,1.3217412867647059,359.51363,272
16723,1.3752619230769231,286.05448,208
16724,1.3431946332046332,347.88741,259
16725,1.3697374879227053,283.53566,207
16726,1.1712816614420063,373.63885,319
16727,1.3316580086580087,307.61300,231
16728,1.3112487037037037,141.61486,108
16730,1.5438163750000000,247.01062,160
16733,1.2852408378378378,475.53911,370
16734,1.3244458381502890,229.12913,173
16736,1.3414227450980392,273.65024,204
16737,1.2637800344827586,366.49621,290
16738,1.2021314912280702,411.12897,342
16739,1.2553964825581395,431.85639,344
16742,1.3280993413173653,443.58518,334
16743,1.2879329770992366,506.15766,393
16744,1.2120661732851986,335.74233,277
16747,1.2831710697674419,551.76356,430
16748,1.1921967966573816,427.99865,359
16750,1.2239880967741935,379.43631,310
16751,1.2853518620689655,372.75204,290
16752,1.2292071875000000,393.34630,320
16753,1.2604250404312668,467.61769,371
16754,1.2441912131147541,379.47832,305
16755,1.2177835766423358,333.67270,274
16757,1.4950093388429752,180.89613,121
16758,1.0646131914893617,250.18410,235
16759,1.3226478260869565,30.42090,23
16760,1.2283298309859155,436.05709,355
16761,1.2004808552631579,182.47309,152
16763,1.3068251677852349,389.43390,298
16764,1.1837320000000000,23.67464,20
16765,1.1870879879879880,395.30030,333
16766,1.2612887152777778,363.25115,288
16767,1.1839873463687151,423.86747,358
16768,1.2070125742574257,243.81654,202
16769,1.3251949180327869,161.67378,122
16771,1.3773470085470085,483.44880,351
16773,1.2605142372881356,371.85170,295
16774,1.3600211149825784,390.32606,287
16776,1.1025460458452722,384.78857,349
16777,1.2019630395136778,395.44584,329
16779,1.2925793401015228,254.63813,197
16781,1.2118288235294118,20.60109,17
16782,1.3174831058020478,386.02255,293
16783,1.3868800310559006,446.57537,322
16785,1.2210568229166667,234.44291,192
16786,1.3107311221122112,397.15153,303
16787,1.3538276893939394,357.41051,264
16788,1.1313555430711610,302.07193,267
16791,1.3526828571428571,388.21998,287
16792,1.3454261688311688,414.39126,308
16793,1.2958530350194553,333.03423,257
16795,1.2215748787878788,403.11971,330
16796,1.3182572348484848,348.01991,264
16798,1.4016248170731707,229.86647,164
16799,1.3906918867924528,368.53335,265
16800,1.3365255108359133,431.69774,323
16801,1.2557295192307692,391.78761,312
16802,1.1206220849420849,290.24112,259
16803,1.3531786381322957,347.76691,257
16804,1.3900524401913876,290.52096,209
16805,1.0707375141242938,189.52054,177
16807,1.2527296129032258,388.34618,310
16808,1.2629026442307692,525.36750,416
16809,1.4188221212121212,234.10565,165
16810,1.4427828901734104,249.60144,173
16813,1.1961752919708029,327.75203,274
16814,1.0542332967032967,191.87046,182
16815,1.3661985026737968,255.47912,187
16818,1.2196215714285714,256.12053,210
16819,1.1862183663366337,239.61611,202
16820,1.5350261475409836,187.27319,122
16824,1.2345727575757576,407.40901,330
16825,1.3057475985663082,364.30358,279
16826,1.4837872330097087,305.66017,206
16827,1.1985617241379310,347.58290,290
16828,1.1651708571428571,285.46686,245
16830,1.3385793915343915,505.98301,378
16831,1.4096971167883212,386.25701,274
16833,1.1486349375000000,367.56318,320
16834,1.2434353153153153,276.04264,222
16835,1.2067052739726027,352.35794,292
16837,1.3284683974358974,414.48214,312
16838,1.2785683196721311,311.97067,244
16839,1.3504774404761905,453.76042,336
16840,1.5020403030303030,247.83665,165
16842,1.3602706250000000,261.17196,192
16844,1.3133825301204819,327.03225,249
16845,1.3102140823970037,349.82716,267
16846,1.2666741046831956,459.80270,363
16848,1.3585294814814815,366.80296,270
16850,1.2699820945945946,375.91470,296
16851,1.2143881164383562,354.60133,292
16852,1.2425972377622378,355.38281,286
16853,1.2730440839694656,333.53755,262
16855,1.3623073160173160,314.69299,231
16857,1.3254043167701863,426.78019,322
16859,1.3633995856353591,493.55065,362
16863,1.4266503684210526,271.06357,190
16864,1.2441869965870307,364.54679,293
16865,1.3499305970149254,361.78140,268
16866,1.4192847976878613,245.53627,173
16869,1.2019436507936508,302.88980,252
16870,1.3423534285714286,140.94711,105
16871,1.2541169836956522,461.51505,368
16872,1.3312123508771930,379.39552,285
16873,1.4265285897435897,333.80769,234
16874,1.1762560535117057,351.70056,299
16875,1.2771634605597964,501.92524,393
16876,1.2843087317073171,263.28329,205
16877,1.2744387969924812,339.00072,266
16878,1.1681237558685446,497.62072,426
16879,1.2544476225490196,511.81463,408
16880,1.3706407165109034,439.97567,321
16881,1.2127545967741935,451.14471,372
16882,1.3259591973244147,396.46180,299
16883,1.2160726523297491,339.28427,279
16884,1.5969107456140351,364.09565,228
16886,1.1392052734375000,291.63655,256
16888,1.3839083482142857,309.99547,224
16889,1.2906213823529412,438.81127,340
16890,1.3144032945736434,339.11605,258
16891,1.4726454477611940,197.33449,134
16893,1.2692247603833866,397.26735,313
16894,1.3929527426160338,330.12980,237
16895,1.2934908609271523,390.63424,302
16896,1.2909404395604396,117.47558,91
16897,1.0989188557213930,220.88269,201
16899,1.1587558181818182,254.92628,220
16900,1.2888513256484150,447.23141,347
16901,1.1891208633093525,330.57560,278
16904,1.1709153020134228,348.93276,298
16906,1.3102358000000000,327.55895,250
16907,1.2936445287356322,562.73537,435
16909,1.3534272068965517,392.49389,290
16914,1.1599219580419580,331.73768,286
16915,1.0336937142857143,108.53784,105
16918,1.2331968421052632,374.89184,304
16923,1.2270869965870307,359.53649,293
16924,0.78615157894736842105,14.93688,19
16925,1.2294858709677419,381.14062,310
16927,1.2623270621468927,223.43189,177
16934,1.3049305357142857,438.45666,336
16935,1.5144817796610169,178.70885,118
16936,1.3129980088495575,296.73755,226
16937,1.1039554022988506,384.17648,348
16940,1.3015725609756098,426.91580,328
16941,1.4812159534883721,318.46143,215
16942,1.2371705063291139,390.94588,316
16943,1.1504567680608365,302.57013,263
16945,1.3547328529411765,460.60917,340
16946,1.1149263203463203,257.54798,231
16947,1.4656526277372263,200.79441,137
16949,1.4040970762711864,331.36691,236
16950,1.5418085000000000,462.54255,300
16951,1.2396981115879828,288.84966,233
16953,1.3708902803738318,440.05578,321
16954,1.4404415808823529,391.80011,272
16955,1.2009738392857143,403.52721,336
16957,1.3993220132013201,423.99457,303
16958,1.2332798542274052,423.01499,343
16959,1.3232969924812030,351.99700,266
16960,0.98461446428571428571,165.41523,168
16961,1.2083586742424242,319.00669,264
16962,1.5098409829059829,353.30279,234
16963,1.2462455555555556,347.70251,279
16964,1.3037862200956938,272.49132,209
16965,1.3609314179104478,364.72962,268
16966,1.2993009039548023,229.97626,177
16970,1.3336126740947075,478.76695,359
16971,1.2005712258064516,372.17708,310
16972,1.2825027777777778,369.36080,288
16973,1.3366864673913043,245.95031,184
16974,1.2852860338983051,379.15938,295
16975,1.0607371428571429,29.70064,28
16976,1.3153177083333333,189.40575,144
16977,1.2813966049382716,415.17250,324
16978,1.2110955865921788,433.57222,358
16979,1.2203074061433447,357.55007,293
16982,1.1687732231404959,282.84312,242
16983,1.1699785238095238,245.69549,210
16984,1.2738368674698795,211.45692,166
16985,1.3016919047619048,27.33553,21
16987,1.2002477198697068,368.47605,307
16988,1.1020077540106952,206.07545,187
16990,1.1254541908713693,271.23446,241
16991,1.2443382291666667,119.45647,96
16992,1.3934925945945946,257.79613,185
16993,1.4123655521472393,460.43117,326
16996,1.3163437685459941,443.60785,337
16997,1.3496779591836735,66.13422,49
16998,1.5079625821596244,321.19603,213
17000,1.3595457100591716,459.52645,338
17002,1.1775590514905149,434.51929,369
17003,1.4477321305841924,421.29005,291
17004,1.2695900921658986,275.50105,217
17005,1.4085213178294574,363.39850,258
17006,1.2645140928270042,299.68984,237
17008,1.3102132653061224,64.20045,49
17009,1.3296977168949772,582.40760,438
17010,1.3803319607843137,281.58772,204
17011,1.2175017948717949,284.89542,234
17012,1.1342060139860140,162.19146,143
17013,1.1934079444444444,429.62686,360
17014,1.2678972781065089,428.54928,338
17018,1.2631890140845070,358.74568,284
17019,1.2579610287081340,525.82771,418
17020,1.2483330827067669,332.05660,266
17021,1.2371031282051282,241.23511,195
17022,1.3379338977635783,418.77331,313
17024,1.2428423964497041,420.08073,338
17025,1.1161828027681661,322.57683,289
17026,1.2296166873065015,397.16619,323
17028,1.2389699367088608,391.51450,316
17029,1.2134378339350181,336.12228,277
17030,1.1970385454545455,395.02272,330
17031,1.3911027777777778,200.31880,144
17034,1.2807085714285714,322.73856,252
17035,1.2644429104477612,338.87070,268
17036,1.2156028275862069,352.52482,290
17037,1.2190356957928803,376.68203,309
17038,1.1765586969696970,388.26437,330
17040,1.1768763703703704,158.87831,135
17041,1.2250406282722513,233.98276,191
17042,1.3462277500000000,269.24555,200
17043,1.3991351851851852,75.55330,54
17045,1.2322876020408163,483.05674,392
17047,1.2025309850746269,402.84788,335
17048,1.2105430291970803,331.68879,274
17049,1.2312114772727273,433.38644,352
17050,1.2840068376068376,300.45760,234
17051,1.1949252000000000,179.23878,150
17052,1.3081892517006803,384.60764,294
17053,1.3085208904109589,382.08810,292
17054,1.1901571287128713,360.61761,303
17055,1.1835435646687697,375.18331,317
17056,1.3201825390625000,337.96673,256
17057,1.1409390540540541,84.42949,74
17061,1.2809676103896104,493.17253,385
17062,1.1707564406779661,207.22389,177
17064,1.3546052972972973,250.60198,185
17066,1.2855605590062112,413.95050,322
17067,1.4287887387387387,317.19110,222
17068,1.4275032692307692,222.69051,156
17070,1.3477282779456193,446.09806,331
17071,1.5314236250000000,490.05556,320
17073,1.2964052097902098,370.77189,286
17074,1.1430960759493671,90.30459,79
17075,1.2073631914893617,283.73035,235
17076,1.3378545015105740,442.82984,331
17077,1.3099010787172012,449.29607,343
17078,1.3125011078717201,450.18788,343
17079,1.3642714324324324,504.78043,370
17083,1.1916315841584158,120.35479,101
17084,1.3938861065573770,340.10821,244
17085,1.2512793730407524,399.15812,319
17086,1.2603790909090909,388.19676,308
17087,1.4238952000000000,177.98690,125
17088,1.2434332795698925,462.55718,372
17089,1.2727909737827715,339.83519,267
17092,1.3101954103343465,431.05429,329
17094,1.3251455830388693,375.01620,283
17095,1.1673972103004292,272.00355,233
17096,1.3079153211009174,285.12554,218
17097,1.2328927678571429,276.16798,224
17098,1.1100362882096070,254.19831,229
17099,1.3365700000000000,275.33342,206
17101,1.2059479385964912,274.95613,228
17102,1.3945608979591837,341.66742,245
17103,1.3032372750642674,506.95930,389
17104,1.2775271257485030,426.69406,334
17105,1.3784942939481268,478.33752,347
17106,1.2504401570680628,238.83407,191
17107,1.3320746200607903,438.25255,329
17108,1.3702829781420765,501.52357,366
17109,1.4197123000000000,283.94246,200
17110,1.1849451779935275,366.14806,309
17111,1.2903766153846154,167.74896,130
17112,1.2405350462962963,267.95557,216
17113,1.3516054577464789,383.85595,284
17115,1.3260250000000000,442.89235,334
17116,1.3045354873646209,361.35633,277
17118,1.3918475806451613,345.17820,248
17120,1.1298347058823529,307.31504,272
17121,1.3147429220779221,202.47041,154
17122,1.2144290250000000,485.77161,400
17123,1.5005502912621359,154.55668,103
17125,1.1804204982206406,331.69816,281
17127,1.2459649664429530,371.29756,298
17131,1.2453283445945946,368.61719,296
17132,1.2436796750902527,344.49927,277
17133,1.2092220610687023,475.22427,393
17134,1.2432719333333333,186.49079,150
17135,1.3055153054662379,406.01526,311
17136,1.2760500271739130,469.58641,368
17137,1.0660840551181102,270.78535,254
17139,1.2790488214285714,358.13367,280
17141,1.2036550171821306,350.26361,291
17143,1.2888814111922141,529.73026,411
17145,1.2353273475609756,405.18737,328
17146,1.4484187763713080,343.27525,237
17147,1.3388759854014599,366.85202,274
17151,1.2365264081632653,302.94897,245
17152,1.4236243750000000,68.33397,48
17153,1.3188802640264026,399.62072,303
17154,1.2597731950207469,303.60534,241
17155,1.3834830357142857,309.90020,224
17156,1.3374137184115523,370.46360,277
17157,1.1375236026936027,337.84451,297
17161,1.5409362555066079,349.79253,227
17162,1.3553910443037975,428.30357,316
17164,1.5209591040462428,526.25185,346
17166,1.4737551428571429,309.48858,210
17170,1.4511391071428571,162.52758,112
17171,1.2540039250000000,501.60157,400
17174,1.2852500000000000,10.28200,8
17175,1.5118317647058824,51.40228,34
17177,1.2542240109890110,456.53754,364
17180,1.3250882621951220,434.62895,328
17181,1.2394188636363636,381.74101,308
17182,1.1925541818181818,196.77144,165
17185,1.1810962318840580,325.98256,276
17187,1.4741183974358974,229.96247,156
17189,1.2983497105263158,493.37289,380
17190,1.1301368380462725,439.62323,389
17191,1.3238773870967742,410.40199,310
17195,1.4285161410788382,344.27239,241
17196,1.2907875735294118,351.09422,272
17199,1.1081975903614458,183.96080,166
17200,1.2014721851851852,324.39749,270
17201,1.3216664000000000,462.58324,350
17202,1.5644629375000000,250.31407,160
17203,1.4627220261437908,223.79647,153
17204,1.4997266037735849,238.45653,159
17207,1.1441560606060606,264.30005,231
17208,1.3221287285223368,384.73946,291
17209,1.2396109615384615,257.83908,208
17211,1.5020879396984925,298.91550,199
17212,1.4887852488687783,329.02154,221
17214,1.1514744910179641,384.59248,334
17216,1.3069685286103542,479.65745,367
17217,1.1955843478260870,54.99688,46
17218,1.0796848701298701,166.27147,154
17219,1.3781319491525424,325.23914,236
17223,1.3959050314465409,221.94890,159
17224,1.3917720481927711,462.06832,332
17225,1.3129248765432099,425.38766,324
17226,1.3131452000000000,426.77219,325
17227,1.4131034728033473,337.73173,239
17228,1.4130779829545455,497.40345,352
17229,1.3866229494382022,493.63777,356
17230,1.3114760000000000,406.55756,310
17231,1.3444328373702422,388.54109,289
17232,1.5402004761904762,194.06526,126
17233,1.2420370198675497,375.09518,302
17234,1.3949803896103896,107.41349,77
17236,1.3342689890710383,488.34245,366
17237,1.1725616438356164,342.38800,292
17238,1.3072273887240356,440.53563,337
17239,1.4449769375000000,231.19631,160
17240,1.1237860975609756,230.37615,205
17242,1.1990664670658683,400.48820,334
17243,1.3111179768786127,453.64682,346
17244,1.2610909756097561,361.93311,287
17246,1.3333945915492958,473.35508,355
17248,1.4099326446280992,170.60185,121
17249,1.4613195035460993,412.09210,282
17250,1.3089535714285714,366.50700,280
17253,1.2554386363636364,331.43580,264
17255,1.0883022580645161,202.42422,186
17256,1.2428070855614973,464.80985,374
17257,1.3315659444444444,479.36374,360
17259,1.3102102010050251,521.46366,398
17260,1.1400437500000000,209.76805,184
17261,1.2950688418079096,458.45437,354
17263,1.2463239855072464,343.98542,276
17264,1.2038198456790123,390.03763,324
17265,1.3042235338345865,346.92346,266
17267,1.1558793908629442,227.70824,197
17268,1.4015767346938776,480.74082,343
17269,1.2902901129943503,456.76270,354
17271,1.1623878037383178,248.75099,214
17272,1.1902531666666667,357.07595,300
17273,1.1998482746478873,340.75691,284
17275,1.2521115068493151,274.21242,219
17276,1.2727918181818182,336.01704,264
17278,1.3917035820895522,372.97656,268
17279,1.4381049814126394,386.85024,269
17280,1.2182102673796791,455.61064,374
17282,1.3528480337078652,481.61390,356
17283,1.1992918339100346,346.59534,289
17284,1.4533406315789474,276.13472,190
17285,1.2180860360360360,405.62265,333
17286,1.6316366250000000,391.59279,240
17287,1.2507048760330579,454.00587,363
17288,1.3002694535519126,475.89862,366
17289,1.4072938095238095,147.76585,105
17290,1.3632450653594771,417.15299,306
17291,1.1876601644736842,361.04869,304
17292,1.3530910344827586,470.87568,348
17293,1.3069764974619289,257.47437,197
17295,1.3942253571428571,468.45972,336
17296,1.3395604713804714,397.84946,297
17297,1.3022241391941392,355.50719,273
17298,1.4007190534979424,340.37473,243
17300,1.2301801846153846,399.80856,325
17301,1.2626548178137652,311.87574,247
17302,1.3750341062801932,284.63206,207
17303,1.3936725654450262,266.19146,191
17306,1.4345719865319865,426.06788,297
17308,1.3216950273224044,241.87019,183
17310,1.2911117571059432,499.66025,387
17311,1.0890491304347826,200.38504,184
17312,1.4200895918367347,417.50634,294
17313,1.2170078827361564,373.62142,307
17314,1.1643439393939394,76.84670,66
17315,1.2438795415472779,434.11396,349
17316,1.2384387921348315,440.88421,356
17317,1.1970132012195122,392.62033,328
17320,1.3808416961130742,390.77820,283
17322,1.2688096014492754,350.19145,276
17323,1.3379567968750000,342.51694,256
17325,1.2575318149466192,353.36644,281
17326,1.1330441148325359,236.80622,209
17330,1.4280850793650794,179.93872,126
17331,1.3493916187050360,375.13087,278
17332,1.4384718716577540,268.99424,187
17334,1.3473704177545692,516.04287,383
17335,1.2823348344370861,387.26512,302
17336,1.2928464285714286,506.79580,392
17337,1.2422265495207668,388.81691,313
17339,1.3267001923076923,344.94205,260
17340,1.1923499593495935,293.31809,246
17341,1.3489647908745247,354.77774,263
17342,1.3218308823529412,404.48025,306
17343,1.2731100000000000,445.58850,350
17344,1.3969296648044693,250.05041,179
17345,1.3011077918781726,512.63647,394
17346,1.5201287730061350,247.78099,163
17347,1.1461000000000000,166.18450,145
17348,1.3952906666666667,334.86976,240
17349,1.2687156428571429,355.24038,280
17350,1.3748254545454545,196.60004,143
17352,1.3243531058020478,388.03546,293
17353,1.2667146779661017,373.68083,295
17354,1.2491918151815182,378.50512,303
17356,1.3942745967741935,345.78010,248
17357,1.3000458402203857,471.91664,363
17358,1.2968315217391304,477.23400,368
17359,1.3048181975308642,528.45137,405
17360,1.3927028000000000,208.90542,150
17361,1.3261891930835735,460.18765,347
17362,1.4044803793103448,407.29931,290
17363,1.3226486315789474,251.30324,190
17365,1.3330025641025641,415.89680,312
17366,1.3581015189873418,321.87006,237
17370,1.1358043820224719,303.25977,267
17371,1.2253068954248366,374.94391,306
17372,1.2069832989690722,351.23214,291
17373,1.2204290252707581,338.05884,277
17374,1.2951429354838710,401.49431,310
17375,1.2396108211143695,422.70729,341
17379,1.3720168639053254,231.87085,169
17380,1.3908750326797386,425.60776,306
17381,1.3016283157894737,247.30938,190
17382,1.4603435802469136,236.57566,162
17384,1.2884206696428571,288.60623,224
17387,1.1750663837638376,318.44299,271
17388,1.1839257741935484,367.01699,310
17389,1.3483908333333333,485.42070,360
17390,1.2077597769516729,324.88738,269
17391,1.2194238532110092,398.75160,327
17392,1.2295334328358209,247.13622,201
17394,1.3422279710144928,92.61373,69
17395,1.0344312121212121,34.13623,33
17397,1.4150226066350711,298.56977,211
17398,1.2728330000000000,445.49155,350
17400,1.3245280310880829,255.63391,193
17401,1.2205521940928270,289.27087,237
17402,1.2084968135593220,356.50656,295
17404,1.3270166123778502,407.39410,307
17405,1.3363313157894737,406.24472,304
17406,1.2479775490196078,381.88113,306
17407,1.3278911718750000,339.94014,256
17408,1.2937116764705882,439.86197,340
17409,1.2924132513661202,473.02325,366
17410,1.3628926488095238,457.93193,336
17411,1.1914734459459459,352.67614,296
17412,1.3393882187500000,428.60423,320
17413,1.4799389818181818,406.98322,275
17415,1.5794132075471698,83.70890,53
17416,1.3593689243027888,341.20160,251
17417,1.2533470652173913,461.23172,368
17418,1.2878993982808023,449.47689,349
17420,1.2444393715846995,455.46481,366
17421,1.2555671659919028,310.12509,247
17422,1.3644022085889571,222.39756,163
17424,1.3156933680555556,378.91969,288
17426,1.2496473898305085,368.64598,295
17427,1.2880664426877470,325.88081,253
17429,1.3830815987460815,441.20303,319
17430,1.2576041967213115,383.56928,305
17431,1.5456396428571429,43.27791,28
17432,1.3574835951661631,449.32707,331
17433,1.0892140163934426,398.65233,366
17434,1.6101352307692308,104.65879,65
17436,1.3897454761904762,58.36931,42
17437,1.2346653333333333,351.87962,285
17438,1.2846729299363057,403.38730,314
17439,1.1491344050632911,453.90809,395
17440,1.1777614403292181,286.19603,243
17442,1.1461549696969697,189.11557,165
17443,1.7080659313725490,348.44545,204
17444,1.5958150000000000,242.56388,152
17445,0.83565545454545454545,9.19221,11
17447,1.2947437461300310,418.20223,323
17450,1.3302637500000000,138.34743,104
17452,1.4799821917808219,324.11610,219
17453,1.2709443681318681,462.62375,364
17454,1.2855129696969697,424.21928,330
17456,1.3404463934426230,327.06892,244
17457,1.1716041596638655,278.84179,238
17458,1.2323550163934426,375.86828,305
17460,1.2866308241758242,468.33362,364
17461,1.2618537969924812,335.65311,266
17462,1.2095272653061224,296.33418,245
17465,1.3682423964497041,462.46593,338
17466,1.1900330456852792,234.43651,197
17467,1.3444886956521739,494.77184,368
17469,1.2060625588235294,410.06127,340
17470,1.3649170129870130,420.39444,308
17471,1.3699870588235294,139.73868,102
17474,1.3728768503937008,348.71072,254
17476,1.2398074615384615,322.34994,260
17477,1.3383516058394161,550.06251,411
17478,1.7117497701149425,148.92223,87
17479,1.3087086833855799,417.47807,319
17482,1.3573687452471483,356.98798,263
17483,1.4856051149425287,258.49529,174
17486,1.2468082315112540,387.75736,311
17488,1.4533812195121951,59.58863,41
17489,1.3273568774703557,335.82129,253
17490,1.2445426415094340,461.72532,371
17491,1.4340066229508197,437.37202,305
17493,1.2481735696821516,510.50299,409
17496,1.3148684000000000,493.07565,375
17497,1.2962739372822300,372.03062,287
17498,1.2130210179640719,405.14902,334
17501,1.1745878445229682,332.40836,283
17502,1.3056644931506849,476.56754,365
17503,1.3007071287128713,394.11426,303
17504,1.3510820987654321,328.31295,243
17505,1.2499285660377358,331.23107,265
17506,1.2326540377358491,326.65332,265
17507,1.5073507582938389,318.05101,211
17508,1.0846067099567100,250.54415,231
17509,1.4613946428571429,286.43335,196
17510,1.4146070175438596,483.79560,342
17511,1.2177706785714286,340.97579,280
17512,1.1709602812500000,374.70729,320
17513,1.2474474820143885,346.79040,278
17515,1.3367769026548673,302.11158,226
17517,1.2317561855670103,477.92140,388
17519,1.4600024571428571,255.50043,175
17522,1.2510323823529412,425.35101,340
17523,1.1762158306188925,361.09826,307
17524,1.3020062040816327,318.99152,245
17526,1.2286695737704918,374.74422,305
17527,1.4287326388888889,411.47500,288
17528,1.2494236708860759,197.40894,158
17530,1.2452897337278107,420.90793,338
17532,1.3198256996587031,386.70893,293
17533,1.2346186149584488,445.69732,361
17535,1.6298800000000000,17.92868,11
17539,1.4422201145038168,377.86167,262
17540,1.5109296124031008,194.90992,129
17542,1.3578069576059850,544.48059,401
17543,1.3677466796875000,350.14315,256
17544,1.3668248263888889,393.64555,288
17545,1.4026941666666667,403.97592,288
17548,1.2202598143851508,525.93198,431
17549,1.2757850579150579,330.42833,259
17550,1.2791323121387283,442.57978,346
17551,1.2955405829596413,288.90555,223
17552,1.2392158662613982,407.70202,329
17555,1.4448124742268041,280.29362,194
17557,1.2039284558823529,163.73427,136
17558,1.2773643548387097,316.78636,248
17559,1.2732201754385965,290.29420,228
17562,1.1064372774869110,211.32952,191
17564,1.1859684745762712,139.94428,118
17565,1.2853935260115607,444.74616,346
17567,1.3398734508816121,531.92976,397
17568,1.3275060000000000,411.52686,310
17569,1.3600905673758865,383.54554,282
17570,1.2293756363636364,540.92528,440
17571,1.2077381994459834,435.99349,361
17572,1.3711945128205128,267.38293,195
17573,1.3324036811594203,459.67927,345
17575,1.4016021212121212,231.26435,165
17578,1.2417741015625000,317.89417,256
17579,1.1976507009345794,256.29725,214
17580,1.4453697000000000,144.53697,100
17583,1.2323827493261456,457.21400,371
17585,1.3938088400000000,348.45221,250
17586,1.2713382386363636,223.75553,176
17587,1.5727109615384615,81.78097,52
17589,1.3554474596774194,336.15097,248
17590,1.2729531545741325,403.52615,317
17591,1.3522706271777003,388.10167,287
17592,1.1974637172774869,228.71557,191
17594,1.4775016759776536,264.47280,179
17595,1.5192504687500000,194.46406,128
17596,1.2503341091954023,435.11627,348
17597,1.2929771144278607,259.88840,201
17599,1.4122565738161560,507.00011,359
17600,1.1322097857142857,317.01874,280
17601,1.2315830769230769,464.30682,377
17602,1.1530932653061224,56.50157,49
17604,1.1628320180722892,386.06023,332
17605,1.5564634358974359,303.51037,195
17606,1.3577629850746269,181.94024,134
17607,1.2067740468227425,360.82544,299
17608,1.2656732751091703,289.83918,229
17609,1.1870633333333333,156.69236,132
17610,1.2073271264367816,315.11238,261
17611,1.1056114539007092,311.78243,282
17612,1.2275276547231270,376.85099,307
17615,1.2972638435374150,381.39557,294
17616,1.4058169767441860,60.45013,43
17617,1.1692603212851406,291.14582,249
17619,1.1520466442953020,171.65495,149
17620,1.3248685606060606,174.88265,132
17621,1.2338168695652174,425.66682,345
17622,1.3116542977528090,466.94893,356
